"periode_data","tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"201212","2012-12-20","66","12","33","155","20","155","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-21","55","9","29","185","14","185","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-22","52","2","39","217","12","217","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-23","43","4","35","209","13","209","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-24","53","9","21","178","13","178","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-25","45","4","20","192","10","192","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-26","38","3","31","205","16","205","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-27","45","6","30","218","12","218","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-28","47","4","23","210","11","210","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-29","40","4","26","215","14","215","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-30","38","4","20","215","10","215","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-31","36","2","15","153","7","153","O3","TIDAK SEHAT","DKI2"
"201211","2012-11-01","98","31","51","276","23","276","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-02","85","35","72","270","24","270","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-03","87","28","61","282","24","282","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-04","85","29","72","314","20","314","O3","BERBAHAYA","DKI2"
"201211","2012-11-05","79","29","78","297","27","297","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-06","67","30","47","270","22","270","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-07","80","33","65","243","28","243","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-08","62","30","42","287","20","287","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-09","53","26","31","264","15","264","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-10","65","30","118","271","25","271","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-11","60","25","28","267","22","267","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-12","59","27","39","246","22","246","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-13","62","26","40","270","18","270","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-14","93","34","83","279","23","279","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-15","73","30","134","261","17","261","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-16","83","29","78","105","19","105","O3","TIDAK SEHAT","DKI4"
"201211","2012-11-17","79","30","29","266","20","266","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-18","47","23","17","57","12","57","O3","SEDANG","DKI1"
"201211","2012-11-19","51","30","35","221","22","221","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-20","58","30","43","261","19","261","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-21","75","32","73","154","27","154","O3","TIDAK SEHAT","DKI2"
"201211","2012-11-22","71","30","48","185","18","185","O3","TIDAK SEHAT","DKI2"
"201211","2012-11-23","69","33","40","203","22","203","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-24","53","30","31","200","18","200","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-25","62","36","38","238","18","238","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-26","58","34","40","203","18","203","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-27","84","37","52","215","18","215","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-28","62","30","47","227","16","227","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-29","69","32","49","218","22","218","O3","SANGAT TIDAK SEHAT","DKI2"
"201211","2012-11-30","76","30","76","137","22","137","O3","TIDAK SEHAT","DKI2"
