"periode_data","tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"201202","2012-02-19","62","24","28","123","17","123","O3","TIDAK SEHAT","DKI3"
"201202","2012-02-20","59","52","36","83","25","83","O3","SEDANG","DKI4"
"201202","2012-02-21","68","41","47","175","22","175","O3","TIDAK SEHAT","DKI2"
"201202","2012-02-22","66","31","39","168","13","168","O3","TIDAK SEHAT","DKI3"
"201202","2012-02-23","61","23","31","147","13","147","O3","TIDAK SEHAT","DKI2"
"201202","2012-02-24","73","26","32","151","19","151","O3","TIDAK SEHAT","DKI2"
"201202","2012-02-25","66","26","51","160","19","160","O3","TIDAK SEHAT","DKI2"
"201202","2012-02-26","60","18","22","162","15","162","O3","TIDAK SEHAT","DKI2"
"201202","2012-02-27","50","33","45","114","16","114","O3","TIDAK SEHAT","DKI2"
"201202","2012-02-28","77","53","48","232","22","232","O3","SANGAT TIDAK SEHAT","DKI2"
"201202","2012-02-29","81","51","39","170","18","170","O3","TIDAK SEHAT","DKI2"
"201204","2012-04-22","86","16","48","200","20","200","O3","SANGAT TIDAK SEHAT","DKI2"
"201204","2012-04-23","111","27","33","187","19","187","O3","TIDAK SEHAT","DKI2"
"201204","2012-04-24","125","24","31","150","17","150","O3","TIDAK SEHAT","DKI2"
"201204","2012-04-25","97","20","36","215","20","215","O3","SANGAT TIDAK SEHAT","DKI2"
"201204","2012-04-26","87","31","33","220","20","220","O3","SANGAT TIDAK SEHAT","DKI2"
"201204","2012-04-27","65","34","32","111","21","111","O3","TIDAK SEHAT","DKI2"
"201204","2012-04-28","114","30","31","164","23","164","O3","TIDAK SEHAT","DKI2"
"201204","2012-04-29","89","24","24","199","17","199","O3","TIDAK SEHAT","DKI2"
"201204","2012-04-30","68","26","40","135","23","135","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-01","59","28","46","100","17","100","O3","SEDANG","DKI2"
"201205","2012-05-02","76","20","44","236","20","236","O3","SANGAT TIDAK SEHAT","DKI2"
"201205","2012-05-03","73","21","41","226","20","226","O3","SANGAT TIDAK SEHAT","DKI2"
"201205","2012-05-04","72","21","24","226","17","226","O3","SANGAT TIDAK SEHAT","DKI2"
"201205","2012-05-05","108","32","31","116","16","116","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-06","83","21","31","180","15","180","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-07","74","22","34","147","15","147","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-08","79","33","72","115","25","115","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-09","76","27","53","164","31","164","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-10","81","25","38","170","25","170","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-11","66","25","38","173","26","173","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-12","70","27","33","164","17","164","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-13","82","40","27","207","15","207","O3","SANGAT TIDAK SEHAT","DKI2"
"201205","2012-05-14","59","31","30","144","15","144","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-15","68","27","37","164","19","164","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-16","88","28","32","196","17","196","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-17","73","25","43","178","23","178","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-18","81","25","24","165","19","165","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-19","89","23","32","146","20","146","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-20","92","24","18","213","9","213","O3","SANGAT TIDAK SEHAT","DKI2"
"201205","2012-05-21","72","23","34","164","23","164","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-22","64","23","31","165","24","165","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-23","108","28","33","140","28","140","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-24","67","27","33","89","19","89","O3","SEDANG","DKI2"
"201205","2012-05-25","67","26","34","89","23","89","O3","SEDANG","DKI3"
"201205","2012-05-26","81","25","28","72","14","81","PM10","SEDANG","DKI2"
"201205","2012-05-27","86","25","21","59","15","86","PM10","SEDANG","DKI4"
"201205","2012-05-28","83","26","30","164","16","164","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-29","91","22","38","187","17","187","O3","TIDAK SEHAT","DKI2"
"201205","2012-05-30","80","27","32","89","17","89","O3","SEDANG","DKI3"
"201205","2012-05-31","139","32","40","76","19","139","PM10","TIDAK SEHAT","DKI4"
"201206","2012-06-01","97","32","70","107","28","107","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-02","86","31","44","140","25","140","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-03","94","31","30","129","23","129","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-04","82","31","30","93","18","93","O3","SEDANG","DKI2"
"201206","2012-06-05","74","24","38","169","18","169","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-06","79","31","35","201","18","201","O3","SANGAT TIDAK SEHAT","DKI2"
"201206","2012-06-07","58","26","36","137","19","137","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-08","72","36","37","141","16","141","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-09","66","22","38","215","24","215","O3","SANGAT TIDAK SEHAT","DKI2"
"201206","2012-06-10","71","26","36","208","20","208","O3","SANGAT TIDAK SEHAT","DKI2"
"201206","2012-06-11","96","21","53","204","34","204","O3","SANGAT TIDAK SEHAT","DKI2"
"201206","2012-06-12","84","30","46","168","22","168","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-13","121","34","34","138","19","138","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-14","91","28","35","155","20","155","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-15","83","28","37","216","23","216","O3","SANGAT TIDAK SEHAT","DKI2"
"201206","2012-06-16","94","34","37","209","22","209","O3","SANGAT TIDAK SEHAT","DKI2"
"201206","2012-06-17","85","25","22","93","16","93","O3","SEDANG","DKI3"
"201206","2012-06-18","95","25","20","69","11","95","PM10","SEDANG","DKI4"
"201206","2012-06-19","92","32","19","87","20","92","PM10","SEDANG","DKI4"
"201206","2012-06-20","95","35","25","85","17","95","PM10","SEDANG","DKI4"
"201206","2012-06-21","120","30","34","107","23","120","PM10","TIDAK SEHAT","DKI4"
"201206","2012-06-22","96","24","31","123","14","123","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-23","94","31","28","96","12","96","O3","SEDANG","DKI2"
"201206","2012-06-24","105","24","27","187","16","187","O3","TIDAK SEHAT","DKI2"
"201206","2012-06-25","79","27","28","80","14","80","O3","SEDANG","DKI3"
"201206","2012-06-26","72","27","23","72","15","72","PM10","SEDANG","DKI4"
"201206","2012-06-27","80","30","30","98","29","98","O3","SEDANG","DKI2"
"201206","2012-06-28","113","31","35","135","28","135","O3","TIDAK SEHAT","DKI3"
"201206","2012-06-29","107","34","32","115","26","115","O3","TIDAK SEHAT","DKI3"
"201206","2012-06-30","98","29","29","87","16","98","PM10","SEDANG","DKI4"
"201207","2012-07-23","106","26","38","151","28","151","O3","TIDAK SEHAT","DKI4"
"201207","2012-07-24","125","28","36","141","29","141","O3","TIDAK SEHAT","DKI3"
"201207","2012-07-25","107","29","34","290","25","290","O3","SANGAT TIDAK SEHAT","DKI2"
"201207","2012-07-26","138","30","35","283","32","283","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-16","111","15","25","219","23","219","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-17","178","20","38","224","19","224","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-18","100","22","36","244","20","244","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-19","101","33","34","89","18","101","PM10","TIDAK SEHAT","DKI4"
"201209","2012-09-20","71","24","31","216","15","216","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-21","79","27","34","258","27","258","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-22","110","31","45","193","20","193","O3","TIDAK SEHAT","DKI2"
"201209","2012-09-23","102","22","21","176","17","176","O3","TIDAK SEHAT","DKI2"
"201209","2012-09-24","81","26","34","245","20","245","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-25","77","26","37","238","20","238","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-26","86","31","35","221","23","221","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-27","65","26","32","222","25","222","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-28","74","33","31","146","22","146","O3","TIDAK SEHAT","DKI2"
"201209","2012-09-29","109","38","52","210","27","210","O3","SANGAT TIDAK SEHAT","DKI2"
"201209","2012-09-30","89","32","52","215","18","215","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-01","98","27","47","219","15","219","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-02","92","31","34","295","17","295","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-03","96","30","69","236","22","236","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-04","76","27","44","201","27","201","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-05","65","25","47","238","18","238","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-06","66","28","54","212","20","212","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-07","62","26","27","210","16","210","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-08","83","27","37","238","20","238","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-09","92","34","52","205","19","205","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-10","69","30","32","288","22","288","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-11","74","27","31","261","19","261","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-12","69","31","29","266","20","266","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-13","109","35","55","129","18","129","O3","TIDAK SEHAT","DKI2"
"201210","2012-10-14","93","27","46","235","10","235","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-15","139","32","63","228","21","228","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-16","92","29","42","257","17","257","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-17","116","35","52","275","17","275","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-18","111","29","41","249","15","249","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-19","86","29","40","274","25","274","O3","SANGAT TIDAK SEHAT","DKI3"
"201210","2012-10-20","95","27","106","264","22","264","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-21","76","29","62","244","11","244","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-22","62","25","36","254","18","254","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-23","77","30","41","225","23","225","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-24","109","33","48","157","19","157","O3","TIDAK SEHAT","DKI2"
"201210","2012-10-25","81","28","33","229","21","229","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-26","115","24","80","247","17","247","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-27","69","24","55","241","13","241","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-28","75","22","73","243","14","243","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-29","84","28","67","231","16","231","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-30","68","29","58","268","14","268","O3","SANGAT TIDAK SEHAT","DKI2"
"201210","2012-10-31","72","31","42","278","21","278","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-01","59","30","61","106","18","106","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-02","66","26","85","222","15","222","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-03","52","27","58","212","14","212","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-04","46","31","64","202","16","202","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-05","57","39","35","197","11","197","O3","TIDAK SEHAT","DKI5"
"201212","2012-12-06","63","34","37","219","21","219","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-07","74","13","58","221","19","221","O3","SANGAT TIDAK SEHAT","DKI4"
"201212","2012-12-08","57","9","26","210","14","210","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-09","58","7","38","228","16","228","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-10","60","4","28","229","16","229","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-11","70","13","31","209","19","209","O3","SANGAT TIDAK SEHAT","DKI3"
"201212","2012-12-12","72","16","33","163","19","163","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-13","64","6","39","135","24","135","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-14","68","7","42","223","30","223","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-15","63","5","61","214","17","214","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-16","59","8","20","215","18","215","O3","SANGAT TIDAK SEHAT","DKI2"
"201212","2012-12-17","53","7","32","124","20","124","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-18","49","8","39","107","19","107","O3","TIDAK SEHAT","DKI2"
"201212","2012-12-19","65","6","51","168","18","168","O3","TIDAK SEHAT","DKI2"
