"periode_data","tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"201303","2013-03-21","62","12","35","178","19","178","O3","TIDAK SEHAT","DKI2"
"201303","2013-03-22","76","13","42","204","21","204","O3","SANGAT TIDAK SEHAT","DKI2"
"201303","2013-03-23","76","19","37","168","14","168","O3","TIDAK SEHAT","DKI2"
"201303","2013-03-24","53","15","33","198","18","198","O3","TIDAK SEHAT","DKI2"
"201303","2013-03-25","59","15","18","197","19","197","O3","TIDAK SEHAT","DKI2"
"201303","2013-03-26","81","19","44","198","21","198","O3","TIDAK SEHAT","DKI2"
"201303","2013-03-27","80","16","37","187","23","187","O3","TIDAK SEHAT","DKI2"
"201303","2013-03-28","96","17","68","213","28","213","O3","SANGAT TIDAK SEHAT","DKI5"
"201303","2013-03-29","79","13","37","276","19","276","O3","SANGAT TIDAK SEHAT","DKI2"
"201303","2013-03-30","61","18","23","263","18","263","O3","SANGAT TIDAK SEHAT","DKI2"
"201303","2013-03-31","54","10","23","267","12","267","O3","SANGAT TIDAK SEHAT","DKI2"
"201306","2013-06-01","50","12","20","81","16","81","O3","SEDANG","DKI4"
"201306","2013-06-02","67","16","42","69","27","69","O3","SEDANG","DKI4"
"201306","2013-06-03","64","12","28","60","17","64","PM10","SEDANG","DKI4"
"201306","2013-06-04","56","10","31","45","17","56","PM10","SEDANG","DKI4"
"201306","2013-06-05","62","11","42","95","18","95","O3","SEDANG","DKI4"
"201306","2013-06-06","53","9","32","48","14","53","PM10","SEDANG","DKI4"
"201306","2013-06-07","76","18","53","149","29","149","O3","TIDAK SEHAT","DKI4"
"201306","2013-06-08","111","25","62","129","21","129","O3","TIDAK SEHAT","DKI4"
"201306","2013-06-09","68","33","42","153","21","153","O3","TIDAK SEHAT","DKI2"
"201306","2013-06-10","59","23","28","113","20","113","O3","TIDAK SEHAT","DKI3"
"201306","2013-06-11","66","19","35","116","19","116","O3","TIDAK SEHAT","DKI4"
"201306","2013-06-12","37","10","33","55","12","55","O3","SEDANG","DKI4"
"201306","2013-06-13","70","29","58","72","25","72","O3","SEDANG","DKI4"
"201306","2013-06-14","56","23","51","71","13","71","O3","SEDANG","DKI5"
"201306","2013-06-15","67","28","35","74","13","74","O3","SEDANG","DKI4"
"201306","2013-06-16","85","33","71","151","21","151","O3","TIDAK SEHAT","DKI5"
"201306","2013-06-17","84","15","53","124","19","124","O3","TIDAK SEHAT","DKI3"
"201306","2013-06-18","78","14","54","65","25","78","PM10","SEDANG","DKI4"
"201306","2013-06-19","64","18","35","60","15","64","PM10","SEDANG","DKI4"
"201306","2013-06-20","68","21","45","74","17","74","O3","SEDANG","DKI2"
"201305","2013-05-01","71","11","18","74","12","74","O3","SEDANG","DKI4"
"201305","2013-05-02","56","12","33","83","19","83","O3","SEDANG","DKI5"
"201305","2013-05-03","71","18","27","72","13","72","O3","SEDANG","DKI3"
"201305","2013-05-04","78","24","21","94","12","94","O3","SEDANG","DKI3"
"201305","2013-05-05","76","17","20","69","13","76","PM10","SEDANG","DKI4"
"201305","2013-05-06","89","18","36","113","18","113","O3","TIDAK SEHAT","DKI4"
"201305","2013-05-07","89","12","32","79","16","89","PM10","SEDANG","DKI4"
"201305","2013-05-08","58","10","31","71","17","71","O3","SEDANG","DKI4"
"201305","2013-05-09","67","18","28","77","17","77","O3","SEDANG","DKI4"
"201305","2013-05-10","74","13","32","117","25","117","O3","TIDAK SEHAT","DKI5"
"201305","2013-05-11","68","48","32","110","19","110","O3","TIDAK SEHAT","DKI3"
"201305","2013-05-12","57","11","32","110","18","110","O3","TIDAK SEHAT","DKI4"
"201305","2013-05-13","69","16","37","47","19","69","PM10","SEDANG","DKI4"
"201305","2013-05-14","90","17","54","93","27","93","O3","SEDANG","DKI5"
"201305","2013-05-15","82","19","40","56","28","82","PM10","SEDANG","DKI4"
"201305","2013-05-16","69","14","35","64","28","69","PM10","SEDANG","DKI4"
"201305","2013-05-17","87","27","30","77","18","87","PM10","SEDANG","DKI4"
"201305","2013-05-18","68","27","36","135","21","135","O3","TIDAK SEHAT","DKI4"
"201305","2013-05-19","77","18","31","133","28","133","O3","TIDAK SEHAT","DKI4"
"201305","2013-05-20","54","14","34","154","28","154","O3","TIDAK SEHAT","DKI5"
"201305","2013-05-21","81","19","32","127","24","127","O3","TIDAK SEHAT","DKI5"
"201305","2013-05-22","88","36","62","58","16","88","PM10","SEDANG","DKI5"
"201305","2013-05-23","68","39","53","149","24","149","O3","TIDAK SEHAT","DKI5"
"201305","2013-05-24","63","22","30","119","24","119","O3","TIDAK SEHAT","DKI5"
"201305","2013-05-25","77","13","24","99","25","99","O3","SEDANG","DKI4"
"201305","2013-05-26","63","17","26","103","17","103","O3","TIDAK SEHAT","DKI4"
"201305","2013-05-27","88","20","32","90","23","90","O3","SEDANG","DKI3"
"201305","2013-05-28","70","23","33","78","25","78","O3","SEDANG","DKI2"
"201305","2013-05-29","79","22","67","120","22","120","O3","TIDAK SEHAT","DKI4"
"201305","2013-05-30","59","18","21","75","22","75","O3","SEDANG","DKI4"
"201305","2013-05-31","52","13","20","60","24","60","O3","SEDANG","DKI4"
"201306","2013-06-21","99","24","77","90","30","99","PM10","SEDANG","DKI4"
"201306","2013-06-22","92","31","81","82","16","92","PM10","SEDANG","DKI4"
"201306","2013-06-23","74","28","66","97","11","97","O3","SEDANG","DKI4"
"201306","2013-06-24","106","34","40","114","18","114","O3","TIDAK SEHAT","DKI2"
"201306","2013-06-25","87","39","45","140","21","140","O3","TIDAK SEHAT","DKI4"
"201306","2013-06-26","93","40","34","101","26","101","O3","TIDAK SEHAT","DKI4"
"201306","2013-06-27","83","52","58","89","26","89","O3","SEDANG","DKI4"
"201306","2013-06-28","59","23","38","68","19","68","O3","SEDANG","DKI5"
"201306","2013-06-29","87","34","81","79","14","87","PM10","SEDANG","DKI5"
"201306","2013-06-30","73","40","35","69","14","73","PM10","SEDANG","DKI4"
"201302","2013-02-01","69","19","35","158","16","158","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-02","82","6","28","209","16","209","O3","SANGAT TIDAK SEHAT","DKI2"
"201302","2013-02-03","69","21","63","135","22","135","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-04","87","14","55","128","25","128","O3","TIDAK SEHAT","DKI3"
"201302","2013-02-05","59","9","37","158","21","158","O3","TIDAK SEHAT","DKI3"
"201302","2013-02-06","52","7","28","151","14","151","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-07","59","9","57","213","21","213","O3","SANGAT TIDAK SEHAT","DKI2"
"201302","2013-02-08","65","12","33","205","22","205","O3","SANGAT TIDAK SEHAT","DKI2"
"201302","2013-02-09","70","7","34","180","30","180","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-10","65","20","38","185","19","185","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-11","72","21","50","164","23","164","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-12","70","17","35","158","20","158","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-13","51","10","31","213","19","213","O3","SANGAT TIDAK SEHAT","DKI2"
"201302","2013-02-14","69","16","38","224","21","224","O3","SANGAT TIDAK SEHAT","DKI2"
"201302","2013-02-15","59","11","34","196","17","196","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-16","49","7","21","174","11","174","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-17","33","5","20","134","10","134","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-18","45","8","33","153","15","153","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-19","44","7","32","104","14","104","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-20","58","8","42","145","13","145","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-21","54","7","44","152","19","152","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-22","50","6","25","64","11","64","O3","SEDANG","DKI2"
"201302","2013-02-23","49","5","25","168","12","168","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-24","59","5","50","217","13","217","O3","SANGAT TIDAK SEHAT","DKI2"
"201302","2013-02-25","52","6","24","134","15","134","O3","TIDAK SEHAT","DKI2"
"201302","2013-02-26","57","5","31","213","14","213","O3","SANGAT TIDAK SEHAT","DKI2"
"201302","2013-02-27","53","5","33","230","17","230","O3","SANGAT TIDAK SEHAT","DKI2"
"201302","2013-02-28","47","6","21","185","7","185","O3","TIDAK SEHAT","DKI2"
"201304","2013-04-01","56","14","40","268","22","268","O3","SANGAT TIDAK SEHAT","DKI2"
"201304","2013-04-02","67","17","40","92","23","92","O3","SEDANG","DKI3"
"201304","2013-04-03","71","17","43","151","27","151","O3","TIDAK SEHAT","DKI4"
"201304","2013-04-04","65","13","35","144","17","144","O3","TIDAK SEHAT","DKI4"
"201304","2013-04-05","56","15","38","66","16","66","O3","SEDANG","DKI4"
"201304","2013-04-06","51","20","23","132","16","132","O3","TIDAK SEHAT","DKI4"
"201304","2013-04-07","70","9","23","63","15","70","PM10","SEDANG","DKI2"
"201304","2013-04-08","56","25","42","167","25","167","O3","TIDAK SEHAT","DKI5"
"201304","2013-04-09","56","10","37","167","23","167","O3","TIDAK SEHAT","DKI5"
"201304","2013-04-10","63","14","28","99","19","99","O3","SEDANG","DKI3"
"201304","2013-04-11","78","14","33","93","20","93","O3","SEDANG","DKI4"
"201304","2013-04-12","63","14","33","54","21","63","PM10","SEDANG","DKI4"
"201304","2013-04-13","58","8","22","38","16","58","PM10","SEDANG","DKI2"
"201304","2013-04-14","114","6","15","60","15","114","PM10","TIDAK SEHAT","DKI2"
"201304","2013-04-15","107","6","22","93","10","107","PM10","TIDAK SEHAT","DKI2"
"201304","2013-04-16","62","13","30","90","22","90","O3","SEDANG","DKI4"
"201304","2013-04-17","69","15","37","125","32","125","O3","TIDAK SEHAT","DKI3"
"201304","2013-04-18","49","8","31","121","22","121","O3","TIDAK SEHAT","DKI1"
"201304","2013-04-19","60","16","46","133","22","133","O3","TIDAK SEHAT","DKI5"
"201304","2013-04-20","67","22","34","128","20","128","O3","TIDAK SEHAT","DKI5"
"201304","2013-04-21","75","10","37","120","19","120","O3","TIDAK SEHAT","DKI4"
"201304","2013-04-22","56","16","32","71","12","71","O3","SEDANG","DKI4"
"201304","2013-04-23","73","18","54","77","20","77","O3","SEDANG","DKI1"
"201304","2013-04-24","71","20","33","66","16","71","PM10","SEDANG","DKI5"
"201304","2013-04-25","82","14","43","140","14","140","O3","TIDAK SEHAT","DKI5"
"201304","2013-04-26","77","20","58","99","24","99","O3","SEDANG","DKI4"
"201304","2013-04-27","68","16","26","75","11","75","O3","SEDANG","DKI4"
"201304","2013-04-28","72","15","26","60","13","72","PM10","SEDANG","DKI4"
"201304","2013-04-29","67","23","18","60","14","67","PM10","SEDANG","DKI4"
"201304","2013-04-30","71","19","15","68","13","71","PM10","SEDANG","DKI4"
"201307","2013-07-01","63","30","31","71","20","71","O3","SEDANG","DKI4"
"201307","2013-07-02","82","28","43","79","21","82","PM10","SEDANG","DKI4"
"201307","2013-07-03","57","16","43","134","23","134","O3","TIDAK SEHAT","DKI3"
"201307","2013-07-04","58","29","51","43","23","58","PM10","SEDANG","DKI2"
"201307","2013-07-05","60","40","49","64","22","64","O3","SEDANG","DKI4"
"201307","2013-07-06","58","22","46","56","15","58","PM10","SEDANG","DKI1"
"201307","2013-07-07","83","19","58","65","16","83","PM10","SEDANG","DKI4"
"201307","2013-07-08","104","36","98","109","17","109","O3","TIDAK SEHAT","DKI4"
"201307","2013-07-09","72","20","36","121","18","121","O3","TIDAK SEHAT","DKI2"
"201307","2013-07-10","57","14","37","104","20","104","O3","TIDAK SEHAT","DKI4"
"201307","2013-07-11","80","19","45","118","26","118","O3","TIDAK SEHAT","DKI3"
"201307","2013-07-12","60","28","45","88","21","88","O3","SEDANG","DKI4"
"201307","2013-07-13","60","27","39","83","19","83","O3","SEDANG","DKI4"
"201307","2013-07-14","35","13","32","74","20","74","O3","SEDANG","DKI2"
"201307","2013-07-15","65","27","48","76","19","76","O3","SEDANG","DKI4"
"201307","2013-07-16","77","31","43","66","23","77","PM10","SEDANG","DKI2"
"201307","2013-07-17","74","20","50","117","25","117","O3","TIDAK SEHAT","DKI4"
"201307","2013-07-18","75","19","45","84","20","84","O3","SEDANG","DKI4"
"201307","2013-07-19","64","23","41","99","21","99","O3","SEDANG","DKI5"
"201307","2013-07-20","76","19","39","129","17","129","O3","TIDAK SEHAT","DKI5"
"201307","2013-07-21","77","25","56","105","22","105","O3","TIDAK SEHAT","DKI2"
"201307","2013-07-22","62","21","40","112","19","112","O3","TIDAK SEHAT","DKI5"
"201307","2013-07-23","81","23","81","93","23","93","O3","SEDANG","DKI5"
"201307","2013-07-24","64","30","46","64","17","64","PM10","SEDANG","DKI2"
"201307","2013-07-25","65","24","44","56","13","65","PM10","SEDANG","DKI4"
"201307","2013-07-26","57","19","25","51","9","57","PM10","SEDANG","DKI4"
"201307","2013-07-27","72","27","30","91","15","91","O3","SEDANG","DKI4"
"201307","2013-07-28","78","23","58","78","24","78","PM10","SEDANG","DKI4"
"201307","2013-07-29","80","23","35","115","19","115","O3","TIDAK SEHAT","DKI4"
"201307","2013-07-30","68","37","35","85","20","85","O3","SEDANG","DKI3"
"201307","2013-07-31","75","18","32","88","21","88","O3","SEDANG","DKI4"
"201308","2013-08-01","70","22","32","104","20","104","O3","TIDAK SEHAT","DKI3"
"201308","2013-08-02","63","25","37","75","15","75","O3","SEDANG","DKI3"
"201308","2013-08-03","68","23","33","72","16","72","O3","SEDANG","DKI5"
"201308","2013-08-04","73","23","38","75","12","75","O3","SEDANG","DKI3"
"201308","2013-08-05","69","19","33","87","27","87","O3","SEDANG","DKI5"
"201308","2013-08-06","95","19","59","122","19","122","O3","TIDAK SEHAT","DKI5"
"201308","2013-08-07","61","15","22","86","17","86","O3","SEDANG","DKI5"
"201308","2013-08-08","67","18","58","94","13","94","O3","SEDANG","DKI4"
"201308","2013-08-09","53","37","28","87","14","87","O3","SEDANG","DKI4"
"201308","2013-08-10","66","22","36","117","11","117","O3","TIDAK SEHAT","DKI4"
"201308","2013-08-11","59","24","32","92","15","92","O3","SEDANG","DKI4"
"201308","2013-08-12","57","16","23","110","15","110","O3","TIDAK SEHAT","DKI3"
"201308","2013-08-13","65","22","39","119","18","119","O3","TIDAK SEHAT","DKI3"
"201308","2013-08-14","64","38","22","115","17","115","O3","TIDAK SEHAT","DKI3"
"201308","2013-08-15","72","32","25","59","15","72","PM10","SEDANG","DKI4"
"201308","2013-08-16","67","28","27","68","10","68","O3","SEDANG","DKI1"
"201308","2013-08-17","68","28","34","66","10","68","PM10","SEDANG","DKI4"
"201308","2013-08-18","54","16","25","79","13","79","O3","SEDANG","DKI4"
"201308","2013-08-19","60","29","32","71","16","71","O3","SEDANG","DKI4"
"201308","2013-08-20","61","24","27","110","19","110","O3","TIDAK SEHAT","DKI3"
"201308","2013-08-21","83","31","30","107","20","107","O3","TIDAK SEHAT","DKI3"
"201308","2013-08-22","79","26","29","85","14","85","O3","SEDANG","DKI2"
"201308","2013-08-23","87","21","39","113","22","113","O3","TIDAK SEHAT","DKI5"
"201308","2013-08-24","75","26","40","88","19","88","O3","SEDANG","DKI5"
"201308","2013-08-25","73","42","26","75","13","75","O3","SEDANG","DKI5"
"201308","2013-08-26","78","40","25","71","14","78","PM10","SEDANG","DKI4"
"201308","2013-08-27","72","32","27","85","14","85","O3","SEDANG","DKI5"
"201308","2013-08-28","74","26","28","124","23","124","O3","TIDAK SEHAT","DKI4"
"201308","2013-08-29","74","30","27","71","13","74","PM10","SEDANG","DKI4"
"201308","2013-08-30","91","21","34","69","17","91","PM10","SEDANG","DKI4"
"201308","2013-08-31","68","19","28","81","15","81","O3","SEDANG","DKI3"
"201310","2013-10-01","101","40","39","85","25","101","PM10","TIDAK SEHAT","DKI4"
"201310","2013-10-02","82","31","45","110","21","110","O3","TIDAK SEHAT","DKI5"
"201310","2013-10-03","75","27","33","110","24","110","O3","TIDAK SEHAT","DKI3"
"201310","2013-10-04","85","22","31","134","23","134","O3","TIDAK SEHAT","DKI4"
"201310","2013-10-05","78","28","35","107","18","107","O3","TIDAK SEHAT","DKI2"
"201310","2013-10-06","75","26","30","134","21","134","O3","TIDAK SEHAT","DKI5"
"201310","2013-10-07","67","37","31","101","17","101","O3","TIDAK SEHAT","DKI3"
"201310","2013-10-08","90","26","32","88","22","90","PM10","SEDANG","DKI5"
"201310","2013-10-09","70","34","29","117","19","117","O3","TIDAK SEHAT","DKI5"
"201310","2013-10-10","66","22","31","93","21","93","O3","SEDANG","DKI3"
"201310","2013-10-11","71","21","38","107","21","107","O3","TIDAK SEHAT","DKI3"
"201310","2013-10-12","62","31","29","121","20","121","O3","TIDAK SEHAT","DKI3"
"201310","2013-10-13","67","25","22","119","14","119","O3","TIDAK SEHAT","DKI4"
"201310","2013-10-14","66","32","36","120","18","120","O3","TIDAK SEHAT","DKI4"
"201310","2013-10-15","56","23","24","80","15","80","O3","SEDANG","DKI3"
"201310","2013-10-16","76","34","25","80","14","80","O3","SEDANG","DKI3"
"201310","2013-10-17","72","25","24","55","14","72","PM10","SEDANG","DKI4"
"201310","2013-10-18","73","27","23","83","13","83","O3","SEDANG","DKI4"
"201310","2013-10-19","76","30","47","139","18","139","O3","TIDAK SEHAT","DKI3"
"201310","2013-10-20","56","30","19","91","14","91","O3","SEDANG","DKI5"
"201310","2013-10-21","63","34","33","105","19","105","O3","TIDAK SEHAT","DKI2"
"201310","2013-10-22","80","40","30","89","20","89","O3","SEDANG","DKI3"
"201310","2013-10-23","69","37","34","91","25","91","O3","SEDANG","DKI5"
"201310","2013-10-24","67","40","38","103","22","103","O3","TIDAK SEHAT","DKI3"
"201310","2013-10-25","82","29","38","159","30","159","O3","TIDAK SEHAT","DKI4"
"201310","2013-10-26","105","37","50","110","21","110","O3","TIDAK SEHAT","DKI5"
"201310","2013-10-27","75","45","41","85","18","85","O3","SEDANG","DKI2"
"201310","2013-10-28","65","33","30","124","20","124","O3","TIDAK SEHAT","DKI4"
"201310","2013-10-29","65","38","42","125","25","125","O3","TIDAK SEHAT","DKI4"
"201310","2013-10-30","69","30","59","95","25","95","O3","SEDANG","DKI4"
"201310","2013-10-31","77","28","45","120","20","120","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-01","72","35","34","130","22","130","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-02","64","29","44","97","25","97","O3","SEDANG","DKI5"
"201311","2013-11-03","70","29","38","98","15","98","O3","SEDANG","DKI5"
"201311","2013-11-04","66","25","30","123","21","123","O3","TIDAK SEHAT","DKI2"
"201311","2013-11-05","79","23","31","118","18","118","O3","TIDAK SEHAT","DKI2"
"201311","2013-11-06","80","30","41","159","19","159","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-07","85","34","39","152","28","152","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-08","80","50","35","132","25","132","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-09","73","55","53","101","19","101","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-10","75","30","53","131","16","131","O3","TIDAK SEHAT","DKI2"
"201311","2013-11-11","68","26","28","157","19","157","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-12","76","40","42","87","23","87","O3","SEDANG","DKI5"
"201311","2013-11-13","60","45","37","140","19","140","O3","TIDAK SEHAT","DKI5"
"201311","2013-11-14","68","41","60","121","25","121","O3","TIDAK SEHAT","DKI3"
"201311","2013-11-15","62","28","52","104","26","104","O3","TIDAK SEHAT","DKI2"
"201311","2013-11-16","58","33","33","97","17","97","O3","SEDANG","DKI4"
"201311","2013-11-17","49","24","32","111","13","111","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-18","48","23","29","82","17","82","O3","SEDANG","DKI4"
"201311","2013-11-19","48","23","35","59","9","59","O3","SEDANG","DKI2"
"201311","2013-11-20","50","22","33","29","9","50","PM10","BAIK","DKI4"
"201311","2013-11-21","57","22","28","58","16","58","O3","SEDANG","DKI2"
"201309","9/1/2013","74","23","33","67","13","74","PM10","SEDANG","DKI4"
"201309","9/2/2013","76","29","30","109","15","109","O3","TIDAK SEHAT","DKI3"
"201309","9/3/2013","82","22","42","125","24","125","O3","TIDAK SEHAT","DKI5"
"201309","9/4/2013","75","19","33","98","19","98","O3","SEDANG","DKI2"
"201309","9/5/2013","77","20","32","139","24","139","O3","TIDAK SEHAT","DKI5"
"201309","9/6/2013","67","18","31","123","19","123","O3","TIDAK SEHAT","DKI4"
"201309","9/7/2013","70","20","32","78","20","78","O3","SEDANG","DKI4"
"201309","9/8/2013","63","23","26","92","15","92","O3","SEDANG","DKI3"
"201309","9/9/2013","68","24","34","90","20","90","O3","SEDANG","DKI3"
"201309","9/10/2013","80","44","42","98","21","98","O3","SEDANG","DKI3"
"201309","9/11/2013","77","27","33","105","18","105","O3","TIDAK SEHAT","DKI3"
"201309","9/12/2013","76","33","29","70","17","76","PM10","SEDANG","DKI4"
"201309","9/13/2013","83","40","32","114","22","114","O3","TIDAK SEHAT","DKI3"
"201309","9/14/2013","71","30","28","113","19","113","O3","TIDAK SEHAT","DKI4"
"201309","9/15/2013","66","25","35","98","17","98","O3","SEDANG","DKI3"
"201309","9/16/2013","54","21","35","63","17","63","O3","SEDANG","DKI5"
"201309","9/17/2013","68","30","34","138","26","138","O3","TIDAK SEHAT","DKI5"
"201309","9/18/2013","77","19","30","110","27","110","O3","TIDAK SEHAT","DKI4"
"201309","9/19/2013","71","37","30","91","19","91","O3","SEDANG","DKI5"
"201309","9/20/2013","71","34","32","84","21","84","O3","SEDANG","DKI3"
"201309","9/21/2013","70","26","25","134","19","134","O3","TIDAK SEHAT","DKI5"
"201309","9/22/2013","67","25","33","107","17","107","O3","TIDAK SEHAT","DKI3"
"201309","9/23/2013","69","27","30","128","27","128","O3","TIDAK SEHAT","DKI5"
"201309","9/24/2013","76","30","27","79","22","79","O3","SEDANG","DKI5"
"201309","9/25/2013","76","31","30","117","30","117","O3","TIDAK SEHAT","DKI5"
"201309","9/26/2013","67","22","26","100","19","100","O3","SEDANG","DKI4"
"201309","9/27/2013","65","31","31","118","25","118","O3","TIDAK SEHAT","DKI4"
"201309","9/28/2013","72","37","26","91","18","91","O3","SEDANG","DKI3"
"201309","9/29/2013","77","37","26","88","12","88","O3","SEDANG","DKI4"
"201309","9/30/2013","73","33","29","69","18","73","PM10","SEDANG","DKI5"
"201311","2013-11-22","64","30","26","128","21","128","O3","TIDAK SEHAT","DKI2"
"201311","2013-11-23","67","45","27","85","18","85","O3","SEDANG","DKI4"
"201311","2013-11-24","62","33","20","147","14","147","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-25","63","28","27","147","19","147","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-26","66","33","27","38","17","66","PM10","SEDANG","DKI5"
"201311","2013-11-27","58","35","35","112","28","112","O3","TIDAK SEHAT","DKI2"
"201311","2013-11-28","80","52","32","127","22","127","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-29","55","42","28","140","15","140","O3","TIDAK SEHAT","DKI4"
"201311","2013-11-30","71","50","31","151","24","151","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-01","64","27","26","158","16","158","O3","TIDAK SEHAT","DKI4"
