"periode_data","tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"201908","2019-08-01","71","27","22","115","18","115","O3","TIDAK SEHAT","DKI5"
"201908","2019-08-02","76","28","22","96","20","96","O3","SEDANG","DKI5"
"201908","2019-08-03","77","28","20","92","19","92","O3","SEDANG","DKI5"
"201908","2019-08-04","71","27","18","80","17","80","O3","SEDANG","DKI3"
"201908","2019-08-05","64","28","0","117","22","117","O3","TIDAK SEHAT","DKI4"
"201908","2019-08-06","66","29","20","140","18","140","O3","TIDAK SEHAT","DKI3"
"201908","2019-08-07","79","28","22","127","14","127","O3","TIDAK SEHAT","DKI3"
"201908","2019-08-08","98","22","24","146","21","146","O3","TIDAK SEHAT","DKI5"
"201908","2019-08-09","74","29","21","119","18","119","O3","TIDAK SEHAT","DKI3"
"201908","2019-08-10","82","29","24","100","18","100","O3","SEDANG","DKI3"
"201908","2019-08-11","68","27","21","72","9","72","O3","SEDANG","DKI3"
"201908","2019-08-12","71","27","17","73","10","73","O3","SEDANG","DKI3"
"201908","2019-08-13","70","29","21","57","10","70","PM10","SEDANG","DKI2"
"201908","2019-08-14","67","28","19","69","18","69","O3","SEDANG","DKI5"
"201908","2019-08-15","72","28","22","102","17","102","O3","TIDAK SEHAT","DKI4"
"201910","2019-10-01","134","33","20","184","16","184","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-02","79","34","15","153","16","153","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-03","78","31","19","138","21","138","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-04","76","33","19","169","23","169","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-05","73","51","14","89","38","89","O3","SEDANG","DKI5"
"201910","2019-10-06","62","31","10","164","8","164","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-07","73","33","15","100","11","100","O3","SEDANG","DKI5"
"201910","2019-10-08","90","34","22","138","13","138","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-09","68","31","19","130","16","130","O3","TIDAK SEHAT","DKI3"
"201910","2019-10-10","73","32","20","173","18","173","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-11","80","33","21","207","24","207","O3","SANGAT TIDAK SEHAT","DKI5"
"201910","2019-10-12","77","33","31","177","14","177","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-13","70","33","17","173","13","173","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-14","79","34","18","156","13","156","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-15","64","32","18","178","14","178","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-16","74","31","23","144","17","144","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-17","64","31","20","156","12","156","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-18","60","33","17","104","14","104","O3","TIDAK SEHAT","DKI3"
"201910","2019-10-19","75","32","19","78","11","78","O3","SEDANG","DKI3"
"201910","2019-10-20","71","32","24","147","12","147","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-21","73","33","40","87","11","87","O3","SEDANG","DKI5"
"201910","2019-10-22","70","33","16","135","16","135","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-23","70","33","20","140","17","140","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-24","77","34","18","129","18","129","O3","TIDAK SEHAT","DKI3"
"201910","2019-10-25","75","33","19","172","12","172","O3","TIDAK SEHAT","DKI4"
"201910","2019-10-26","75","34","19","180","15","180","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-27","83","34","28","153","12","153","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-28","68","19","21","121","15","121","O3","TIDAK SEHAT","DKI3"
"201910","2019-10-29","85","34","30","97","14","97","O3","SEDANG","DKI3"
"201910","2019-10-30","69","34","21","171","16","171","O3","TIDAK SEHAT","DKI5"
"201910","2019-10-31","76","35","18","120","14","120","O3","TIDAK SEHAT","DKI3"
"201911","2019-11-01","55","34","16","120","14","120","O3","TIDAK SEHAT","DKI2"
"201911","2019-11-02","59","32","17","87","13","87","O3","SEDANG","DKI2"
"201911","2019-11-03","58","34","14","92","12","92","O3","SEDANG","DKI5"
"201911","2019-11-04","57","34","16","137","12","137","O3","TIDAK SEHAT","DKI2"
"201911","2019-11-05","70","34","19","193","17","193","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-06","65","33","27","156","17","156","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-07","68","35","24","209","21","209","O3","SANGAT TIDAK SEHAT","DKI5"
"201911","2019-11-08","85","35","26","150","24","150","O3","TIDAK SEHAT","DKI4"
"201911","2019-11-09","81","38","17","220","16","220","O3","SANGAT TIDAK SEHAT","DKI5"
"201911","2019-11-10","80","35","16","183","20","183","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-11","70","36","13","162","18","162","O3","TIDAK SEHAT","DKI4"
"201911","2019-11-12","71","22","22","134","16","134","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-13","80","35","34","125","20","125","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-14","76","34","32","60","15","76","PM10","SEDANG","DKI2"
"201911","2019-11-15","73","37","33","94","11","94","O3","SEDANG","DKI4"
"201911","2019-11-16","66","36","20","81","12","81","O3","SEDANG","DKI3"
"201911","2019-11-17","63","35","20","126","14","126","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-18","69","35","17","165","22","165","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-19","72","35","21","100","17","100","O3","SEDANG","DKI5"
"201911","2019-11-20","53","21","18","134","15","134","O3","TIDAK SEHAT","DKI3"
"201911","2019-11-21","72","36","21","103","14","103","O3","TIDAK SEHAT","DKI2"
"201911","2019-11-22","60","35","27","112","17","112","O3","TIDAK SEHAT","DKI2"
"201911","2019-11-23","85","36","34","146","19","146","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-24","68","37","27","167","13","167","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-25","67","36","23","160","18","160","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-26","81","35","30","125","15","125","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-27","70","34","38","101","12","101","O3","TIDAK SEHAT","DKI5"
"201911","2019-11-28","71","36","28","106","14","106","O3","TIDAK SEHAT","DKI3"
"201911","2019-11-29","63","35","25","124","11","124","O3","TIDAK SEHAT","DKI4"
"201911","2019-11-30","56","34","26","111","13","111","O3","TIDAK SEHAT","DKI4"
"201912","2019-12-01","63","34","30","117","10","117","O3","TIDAK SEHAT","DKI4"
"201912","2019-12-02","53","35","21","136","14","136","O3","TIDAK SEHAT","DKI5"
"201912","2019-12-03","68","23","28","107","16","107","O3","TIDAK SEHAT","DKI5"
"201912","2019-12-04","61","36","29","125","13","125","O3","TIDAK SEHAT","DKI4"
"201912","2019-12-05","61","34","22","143","13","143","O3","TIDAK SEHAT","DKI4"
"201912","2019-12-06","61","35","25","159","11","159","O3","TIDAK SEHAT","DKI4"
"201912","2019-12-07","48","35","20","86","10","86","O3","SEDANG","DKI4"
"201912","2019-12-08","56","35","29","120","10","120","O3","TIDAK SEHAT","DKI4"
"201912","2019-12-09","71","35","30","155","19","155","O3","TIDAK SEHAT","DKI5"
"201912","2019-12-10","63","35","24","91","12","91","O3","SEDANG","DKI4"
"201912","2019-12-11","74","37","31","184","14","184","O3","TIDAK SEHAT","DKI5"
"201912","2019-12-12","74","36","28","87","14","87","O3","SEDANG","DKI3"
"201912","2019-12-13","71","37","29","120","13","120","O3","TIDAK SEHAT","DKI4"
"201912","2019-12-14","63","37","23","94","13","94","O3","SEDANG","DKI3"
"201912","2019-12-15","63","36","19","99","11","99","O3","SEDANG","DKI5"
"201912","2019-12-16","76","36","22","88","18","88","O3","SEDANG","DKI5"
"201912","2019-12-17","62","36","22","75","12","75","O3","SEDANG","DKI5"
"201912","2019-12-18","58","35","28","140","17","140","O3","TIDAK SEHAT","DKI5"
"201912","2019-12-19","64","37","30","96","14","96","O3","SEDANG","DKI4"
"201912","2019-12-20","72","38","30","99","16","99","O3","SEDANG","DKI3"
"201912","2019-12-21","72","37","35","109","15","109","O3","TIDAK SEHAT","DKI4"
"201912","2019-12-22","53","36","24","94","13","94","O3","SEDANG","DKI5"
"201912","2019-12-23","60","36","32","99","18","99","O3","SEDANG","DKI5"
"201912","2019-12-24","68","37","34","105","11","105","O3","TIDAK SEHAT","DKI5"
"201912","2019-12-25","58","37","26","73","9","73","O3","SEDANG","DKI5"
"201912","2019-12-26","54","37","22","91","12","91","O3","SEDANG","DKI5"
