"periode_data","tanggal","wilayah","pm10","so2","co","o3","no2","max","critical","kategori"
"2017","2017-12-10","DKI4","20","27","-","17","3","27","SO2","BAIK"
"2017","2017-12-11","DKI4","31","27","-","20","4","31","PM10","BAIK"
"2017","2017-12-12","DKI4","24","27","12","46","8","46","O3","BAIK"
"2017","2017-12-13","DKI4","24","27","-","14","7","27","SO2","BAIK"
"2017","2017-12-14","DKI4","35","28","7","58","13","58","O3","SEDANG"
"2017","2017-12-15","DKI4","41","28","7","35","7","41","PM10","BAIK"
"2017","2017-12-16","DKI4","63","29","14","38","7","63","PM10","SEDANG"
"2017","2017-12-17","DKI4","31","28","-","27","7","31","PM10","BAIK"
"2017","2017-12-18","DKI4","20","29","-","32","7","32","O3","BAIK"
"2017","2017-12-19","DKI4","33","29","-","38","8","38","O3","BAIK"
"2017","2017-12-20","DKI4","39","28","8","33","9","39","PM10","BAIK"
"2017","2017-12-21","DKI4","35","28","15","34","7","35","PM10","BAIK"
"2017","2017-12-22","DKI4","25","28","-","33","5","33","O3","BAIK"
"2017","2017-12-23","DKI4","28","30","-","37","4","37","O3","BAIK"
"2017","2017-12-24","DKI4","38","30","-","43","5","43","O3","BAIK"
"2017","2017-12-25","DKI4","30","29","-","30","5","30","PM10","BAIK"
"2017","2017-12-26","DKI4","38","30","-","33","4","38","PM10","BAIK"
"2017","2017-12-27","DKI4","55","30","-","27","5","55","PM10","SEDANG"
"2017","2017-12-28","DKI4","29","30","-","48","6","48","O3","BAIK"
"2017","2017-12-29","DKI4","72","35","27","77","13","77","O3","SEDANG"
"2017","2017-12-30","DKI4","60","34","19","56","9","60","PM10","SEDANG"
"2017","2017-12-31","DKI4","63","33","25","36","9","63","PM10","SEDANG"
"2017","2017-01-01","DKI5","0","17","38","54","5","54","O3","Sedang"
"2017","2017-01-02","DKI5","0","17","33","44","3","44","O3","Baik"
"2017","2017-01-03","DKI5","0","16","31","46","4","46","O3","Baik"
"2017","2017-01-04","DKI5","0","16","35","48","5","48","O3","Baik"
"2017","2017-01-05","DKI5","0","17","35","35","7","35","CO","Baik"
"2017","2017-01-06","DKI5","0","17","34","41","6","41","O3","Baik"
"2017","2017-01-07","DKI5","0","17","34","39","5","39","O3","Baik"
"2017","2017-01-08","DKI5","0","17","36","37","6","37","O3","Baik"
"2017","2017-01-09","DKI5","0","16","34","37","7","37","O3","Baik"
"2017","2017-01-10","DKI5","8","14","51","43","17","51","CO","Sedang"
"2017","2017-01-11","DKI5","6","12","43","44","8","44","O3","Baik"
"2017","2017-01-12","DKI5","7","12","43","35","9","43","CO","Baik"
"2017","2017-01-13","DKI5","8","11","27","15","3","27","CO","Baik"
"2017","2017-01-14","DKI5","7","11","23","15","2","23","CO","Baik"
"2017","2017-01-15","DKI5","6","11","25","27","3","27","O3","Baik"
"2017","2017-01-16","DKI5","2","11","27","19","3","27","CO","Baik"
"2017","2017-01-17","DKI5","5","11","0","33","0","33","O3","Baik"
"2017","2017-01-18","DKI5","6","11","25","26","6","26","O3","Baik"
"2017","2017-01-19","DKI5","5","11","24","16","3","24","CO","Baik"
"2017","2017-01-20","DKI5","7","11","24","17","0","24","CO","Baik"
"2017","2017-01-21","DKI5","7","11","25","34","5","34","O3","Baik"
"2017","2017-01-22","DKI5","7","11","35","33","10","35","CO","Baik"
"2017","2017-01-23","DKI5","6","11","36","26","9","36","CO","Baik"
"2017","2017-01-24","DKI5","6","11","30","34","7","34","O3","Baik"
"2017","2017-01-25","DKI5","6","11","28","23","3","28","CO","Baik"
"2017","2017-01-26","DKI5","6","11","28","26","7","28","CO","Baik"
"2017","2017-01-27","DKI5","5","11","29","37","14","37","O3","Baik"
"2017","2017-01-28","DKI5","5","11","28","42","6","42","O3","Baik"
"2017","2017-01-29","DKI5","6","11","29","26","13","29","CO","Baik"
"2017","2017-01-30","DKI5","7","11","28","41","5","41","O3","Baik"
"2017","2017-01-31","DKI5","6","11","26","42","7","42","O3","Baik"
"2017","2017-02-01","DKI5","6","11","29","24","11","29","CO","Baik"
"2017","2017-02-02","DKI5","8","13","27","39","9","39","O3","Baik"
"2017","2017-02-03","DKI5","5","15","30","29","10","30","CO","Baik"
"2017","2017-02-04","DKI5","6","13","28","22","5","28","CO","Baik"
"2017","2017-02-05","DKI5","6","13","26","21","3","26","CO","Baik"
"2017","2017-02-06","DKI5","3","13","26","16","2","26","CO","Baik"
"2017","2017-02-07","DKI5","7","15","34","22","8","34","CO","Baik"
"2017","2017-02-08","DKI5","6","16","30","26","6","30","CO","Baik"
"2017","2017-02-09","DKI5","7","15","32","17","7","32","CO","Baik"
"2017","2017-02-10","DKI5","4","17","31","24","7","31","CO","Baik"
"2017","2017-02-11","DKI5","6","14","36","27","10","36","CO","Baik"
"2017","2017-02-12","DKI5","5","12","34","28","11","34","CO","Baik"
"2017","2017-02-13","DKI5","6","13","36","35","13","36","CO","Baik"
"2017","2017-02-14","DKI5","6","16","47","43","16","47","CO","Baik"
"2017","2017-02-15","DKI5","7","18","36","54","10","54","O3","Sedang"
"2017","2017-02-16","DKI5","4","16","29","32","8","32","O3","Baik"
"2017","2017-02-17","DKI5","5","14","48","32","14","48","CO","Baik"
"2017","2017-02-18","DKI5","7","15","45","28","13","45","CO","Baik"
"2017","2017-02-19","DKI5","0","13","80","24","10","80","CO","Sedang"
"2017","2017-02-20","DKI5","6","14","52","20","10","52","CO","Sedang"
"2017","2017-02-21","DKI5","8","15","70","46","20","70","CO","Sedang"
"2017","2017-02-22","DKI5","7","25","40","56","15","56","O3","Sedang"
"2017","2017-02-23","DKI5","8","15","41","113","16","113","O3","TidakSehat"
"2017","2017-02-24","DKI5","7","14","50","86","15","86","O3","Sedang"
"2017","2017-02-25","DKI5","8","14","43","66","10","66","O3","Sedang"
"2017","2017-02-26","DKI5","6","20","44","53","14","53","O3","Sedang"
"2017","2017-02-27","DKI5","6","13","39","56","8","56","O3","Sedang"
"2017","2017-02-28","DKI5","7","14","46","52","16","52","O3","Sedang"
"2017","2017-03-01","DKI5","6","17","41","39","13","41","CO","Baik"
"2017","2017-03-02","DKI5","9","21","44","57","11","57","O3","Sedang"
"2017","2017-03-03","DKI5","6","16","54","49","15","54","CO","Sedang"
"2017","2017-03-04","DKI5","5","19","43","88","12","88","O3","Sedang"
"2017","2017-03-05","DKI5","6","16","41","56","10","56","O3","Sedang"
"2017","2017-03-06","DKI5","5","18","38","47","11","47","O3","Baik"
"2017","2017-03-07","DKI5","4","18","37","44","15","44","O3","Baik"
"2017","2017-03-08","DKI5","5","15","40","71","16","71","O3","Sedang"
"2017","2017-03-09","DKI5","5","16","34","87","10","87","O3","Sedang"
"2017","2017-03-10","DKI5","6","17","51","58","22","58","O3","Sedang"
"2017","2017-03-11","DKI5","7","17","45","74","18","74","O3","Sedang"
"2017","2017-03-12","DKI5","6","15","48","52","15","52","O3","Sedang"
"2017","2017-03-13","DKI5","5","14","35","53","10","53","O3","Sedang"
"2017","2017-03-14","DKI5","52","28","33","46","9","52","PM10","Sedang"
"2017","2017-03-15","DKI5","36","15","34","24","6","36","PM10","Baik"
"2017","2017-03-16","DKI5","30","16","31","88","8","88","O3","Sedang"
"2017","2017-03-17","DKI5","61","18","40","99","13","99","O3","Sedang"
"2017","2017-03-18","DKI5","48","14","51","37","22","51","CO","Sedang"
"2017","2017-03-19","DKI5","48","17","46","42","10","48","PM10","Baik"
"2017","2017-03-20","DKI5","34","14","0","23","0","34","PM10","Baik"
"2017","2017-03-21","DKI5","44","20","0","22","0","44","PM10","Baik"
"2017","2017-03-22","DKI5","27","15","40","33","23","40","CO","Baik"
"2017","2017-03-23","DKI5","25","13","46","33","24","46","CO","Baik"
"2017","2017-03-24","DKI5","74","18","93","89","15","93","CO","Sedang"
"2017","2017-03-25","DKI5","54","16","39","43","15","54","PM10","Sedang"
"2017","2017-03-05","DKI4","60","31","20","60","12","60","PM10","Sedang"
"2017","2017-03-06","DKI4","52","30","8","58","7","58","O3","Sedang"
"2017","2017-03-07","DKI4","52","30","11","53","9","53","O3","Sedang"
"2017","2017-03-08","DKI4","40","31","11","82","11","82","O3","Sedang"
"2017","2017-03-09","DKI4","53","31","8","110","24","110","O3","TidakSehat"
"2017","2017-03-10","DKI4","77","31","21","65","18","77","PM10","Sedang"
"2017","2017-03-11","DKI4","60","31","8","73","12","73","O3","Sedang"
"2017","2017-03-12","DKI4","75","32","23","57","11","75","PM10","Sedang"
"2017","2017-03-13","DKI4","72","32","14","41","13","72","PM10","Sedang"
"2017","2017-03-14","DKI4","71","32","8","36","9","71","PM10","Sedang"
"2017","2017-03-15","DKI4","47","32","4","27","6","47","PM10","Baik"
"2017","2017-03-16","DKI4","51","32","9","64","9","64","O3","Sedang"
"2017","2017-03-17","DKI4","94","32","21","62","23","94","PM10","Sedang"
"2017","2017-03-18","DKI4","52","31","12","41","8","52","PM10","Sedang"
"2017","2017-03-19","DKI4","49","32","21","38","5","49","PM10","Baik"
"2017","2017-03-20","DKI4","28","31","7","23","4","31","SO2","Baik"
"2017","2017-03-21","DKI4","46","31","19","40","8","46","PM10","Baik"
"2017","2017-03-22","DKI4","41","32","9","44","7","44","O3","Baik"
"2017","2017-03-23","DKI4","56","31","21","34","11","56","PM10","Sedang"
"2017","2017-03-24","DKI4","88","32","59","89","15","89","O3","Sedang"
"2017","2017-03-25","DKI4","66","32","13","49","9","66","PM10","Sedang"
"2017","2017-03-26","DKI4","66","32","39","47","6","66","PM10","Sedang"
"2017","2017-03-27","DKI4","52","32","19","78","20","78","O3","Sedang"
"2017","2017-03-28","DKI4","72","32","20","58","6","72","PM10","Sedang"
"2017","2017-03-29","DKI4","57","32","18","52","9","57","PM10","Sedang"
"2017","2017-03-30","DKI4","45","32","14","48","6","48","O3","Baik"
"2017","2017-03-31","DKI4","27","33","5","17","5","33","SO2","Baik"
"2017","2017-04-01","DKI4","48","32","11","78","6","78","O3","SEDANG"
"2017","2017-04-02","DKI4","50","32","17","88","10","88","O3","SEDANG"
"2017","2017-04-03","DKI4","33","32","13","61","8","61","O3","SEDANG"
"2017","2017-04-04","DKI4","47","32","19","93","9","93","O3","SEDANG"
"2017","2017-04-05","DKI4","53","32","30","41","7","53","PM10","SEDANG"
"2017","2017-04-06","DKI4","23","32","4","18","3","32","SO2","BAIK"
"2017","2017-04-07","DKI4","28","32","5","25","3","32","SO2","BAIK"
"2017","2017-04-08","DKI4","20","32","5","20","3","32","SO2","BAIK"
"2017","2017-04-09","DKI4","30","32","6","19","4","32","SO2","BAIK"
"2017","2017-04-10","DKI4","-","-","-","-","-","0","0","TIDAKADADATA"
"2017","2017-04-11","DKI4","52","33","17","97","9","97","O3","SEDANG"
"2017","2017-04-12","DKI4","44","33","11","85","8","85","O3","SEDANG"
"2017","2017-04-13","DKI4","43","33","8","85","11","85","O3","SEDANG"
"2017","2017-04-14","DKI4","53","33","16","51","11","53","PM10","SEDANG"
"2017","2017-04-15","DKI4","71","33","17","76","4","76","O3","SEDANG"
"2017","2017-04-16","DKI4","64","33","28","72","6","72","O3","SEDANG"
"2017","2017-04-17","DKI4","83","34","15","62","7","83","PM10","SEDANG"
"2017","2017-04-18","DKI4","84","33","12","73","12","84","PM10","SEDANG"
"2017","2017-04-19","DKI4","62","33","14","95","16","95","O3","SEDANG"
"2017","2017-04-20","DKI4","65","33","20","76","10","76","O3","SEDANG"
"2017","2017-04-21","DKI4","63","33","18","50","9","63","PM10","SEDANG"
"2017","2017-04-22","DKI4","71","33","22","66","17","71","PM10","SEDANG"
"2017","2017-04-23","DKI4","55","33","19","63","10","63","O3","SEDANG"
"2017","2017-04-24","DKI4","70","34","10","50","13","70","PM10","SEDANG"
"2017","2017-04-25","DKI4","93","34","18","38","8","93","PM10","SEDANG"
"2017","2017-04-26","DKI4","57","34","6","36","8","57","PM10","SEDANG"
"2017","2017-04-27","DKI4","66","34","35","63","10","66","PM10","SEDANG"
"2017","2017-04-28","DKI4","56","34","14","63","8","63","O3","SEDANG"
"2017","2017-04-29","DKI4","54","40","9","28","10","54","PM10","SEDANG"
"2017","2017-04-30","DKI4","63","43","11","91","10","91","O3","SEDANG"
"2017","2017-05-01","DKI4","68","43","11","85","6","85","O3","SEDANG"
"2017","2017-05-02","DKI4","62","39","15","85","7","85","O3","SEDANG"
"2017","2017-05-03","DKI4","-","41","19","-","9","41","SO2","BAIK"
"2017","2017-05-04","DKI4","55","42","13","-","10","55","PM10","SEDANG"
"2017","2017-05-05","DKI4","56","42","12","58","11","58","O3","SEDANG"
"2017","2017-05-06","DKI4","48","40","12","-","9","48","PM10","BAIK"
"2017","2017-05-07","DKI4","53","40","15","-","9","53","PM10","SEDANG"
"2017","2017-05-08","DKI4","50","41","17","53","9","53","O3","SEDANG"
"2017","2017-05-09","DKI4","69","42","-","47","14","69","PM10","SEDANG"
"2017","2017-05-10","DKI4","80","41","-","37","7","80","PM10","SEDANG"
"2017","2017-05-11","DKI4","82","44","21","78","9","82","PM10","SEDANG"
"2017","2017-05-12","DKI4","84","42","10","93","10","93","O3","SEDANG"
"2017","2017-05-13","DKI4","70","42","11","76","8","76","O3","SEDANG"
"2017","2017-05-14","DKI4","71","41","13","67","10","71","PM10","SEDANG"
"2017","2017-05-15","DKI4","85","46","12","83","10","85","PM10","SEDANG"
"2017","2017-05-16","DKI4","88","44","12","93","9","93","O3","SEDANG"
"2017","2017-05-17","DKI4","102","44","15","-","15","102","PM10","TIDAKSEHAT"
"2017","2017-05-18","DKI4","76","42","8","73","7","76","PM10","SEDANG"
"2017","2017-05-19","DKI4","83","44","15","77","9","83","PM10","SEDANG"
"2017","2017-05-20","DKI4","91","44","8","84","10","91","PM10","SEDANG"
"2017","2017-05-21","DKI4","80","46","10","56","15","80","PM10","SEDANG"
"2017","2017-05-22","DKI4","65","45","6","56","8","65","PM10","SEDANG"
"2017","2017-05-23","DKI4","70","44","7","75","11","75","O3","SEDANG"
"2017","2017-05-24","DKI4","82","44","9","-","9","82","PM10","SEDANG"
"2017","2017-05-25","DKI4","95","44","7","-","7","95","PM10","SEDANG"
"2017","2017-05-26","DKI4","83","45","9","-","8","83","PM10","SEDANG"
"2017","2017-05-27","DKI4","107","46","-","98","18","107","PM10","TIDAKSEHAT"
"2017","2017-05-28","DKI4","63","46","-","62","7","63","PM10","SEDANG"
"2017","2017-05-29","DKI4","63","43","13","-","5","63","PM10","SEDANG"
"2017","2017-05-30","DKI4","62","48","18","-","8","62","PM10","SEDANG"
"2017","2017-05-31","DKI4","56","45","11","-","6","56","PM10","SEDANG"
"2017","2017-06-01","DKI4","30","41","11","24","6","41","SO2","BAIK"
"2017","2017-06-02","DKI4","57","43","22","67","9","67","O3","SEDANG"
"2017","2017-06-03","DKI4","81","45","23","-","9","81","PM10","SEDANG"
"2017","2017-06-04","DKI4","80","47","27","-","13","80","PM10","SEDANG"
"2017","2017-06-05","DKI4","82","45","21","72","10","82","PM10","SEDANG"
"2017","2017-06-06","DKI4","53","44","16","65","13","65","O3","SEDANG"
"2017","2017-06-07","DKI4","60","48","12","51","7","60","PM10","SEDANG"
"2017","2017-06-08","DKI4","68","49","15","-","10","68","PM10","SEDANG"
"2017","2017-06-09","DKI4","69","47","16","-","11","69","PM10","SEDANG"
"2017","2017-06-10","DKI4","73","46","16","82","8","82","O3","SEDANG"
"2017","2017-06-11","DKI4","80","46","23","-","11","80","PM10","SEDANG"
"2017","2017-06-12","DKI4","67","47","14","45","9","67","PM10","SEDANG"
"2017","2017-06-13","DKI4","84","46","23","-","11","84","PM10","SEDANG"
"2017","2017-06-14","DKI4","54","44","16","-","11","54","PM10","SEDANG"
"2017","2017-06-15","DKI4","74","47","17","-","9","74","PM10","SEDANG"
"2017","2017-06-16","DKI4","74","47","19","-","6","74","PM10","SEDANG"
"2017","2017-06-17","DKI4","67","48","12","63","7","67","PM10","SEDANG"
"2017","2017-06-18","DKI4","55","44","20","70","9","70","O3","SEDANG"
"2017","2017-06-19","DKI4","65","47","15","81","7","81","O3","SEDANG"
"2017","2017-06-20","DKI4","66","49","13","95","8","95","O3","SEDANG"
"2017","2017-06-21","DKI4","78","48","20","-","8","78","PM10","SEDANG"
"2017","2017-06-22","DKI4","91","48","23","-","8","91","PM10","SEDANG"
"2017","2017-06-23","DKI4","109","46","25","-","6","109","PM10","TIDAKSEHAT"
"2017","2017-06-24","DKI4","60","46","13","-","5","60","PM10","SEDANG"
"2017","2017-06-25","DKI4","66","47","29","-","4","66","PM10","SEDANG"
"2017","2017-06-26","DKI4","22","44","8","29","3","44","SO2","BAIK"
"2017","2017-06-27","DKI4","20","44","7","35","3","44","SO2","BAIK"
"2017","2017-06-28","DKI4","57","44","27","-","6","57","PM10","SEDANG"
"2017","2017-06-29","DKI4","42","44","13","-","5","44","SO2","BAIK"
"2017","2017-06-30","DKI4","28","44","8","36","4","44","SO2","BAIK"
"2017","2017-07-01","DKI4","41","44","16","41","7","44","SO2","BAIK"
"2017","2017-07-02","DKI4","54","47","10","39","5","54","PM10","SEDANG"
"2017","2017-07-03","DKI4","51","46","8","43","5","51","PM10","SEDANG"
"2017","2017-07-04","DKI4","65","47","12","58","7","65","PM10","SEDANG"
"2017","2017-07-05","DKI4","70","47","12","72","5","72","O3","SEDANG"
"2017","2017-07-06","DKI4","59","49","11","87","7","87","O3","SEDANG"
"2017","2017-07-07","DKI4","89","49","19","-","8","89","PM10","SEDANG"
"2017","2017-07-08","DKI4","93","48","31","79","11","93","PM10","SEDANG"
"2017","2017-07-09","DKI4","62","47","13","65","6","65","O3","SEDANG"
"2017","2017-07-10","DKI4","46","47","13","63","10","63","O3","SEDANG"
"2017","2017-07-11","DKI4","61","50","18","-","15","61","PM10","SEDANG"
"2017","2017-07-12","DKI4","53","50","11","71","9","71","O3","SEDANG"
"2017","2017-07-13","DKI4","57","50","16","-","9","57","PM10","SEDANG"
"2017","2017-07-14","DKI4","78","51","21","80","10","80","O3","SEDANG"
"2017","2017-07-15","DKI4","71","49","29","46","7","71","PM10","SEDANG"
"2017","2017-07-16","DKI4","73","49","32","70","9","73","PM10","SEDANG"
"2017","2017-07-17","DKI4","70","50","10","83","6","83","O3","SEDANG"
"2017","2017-07-18","DKI4","94","51","27","77","13","94","PM10","SEDANG"
"2017","2017-07-19","DKI4","89","51","20","76","7","89","PM10","SEDANG"
"2017","2017-07-20","DKI4","76","49","22","86","6","86","O3","SEDANG"
"2017","2017-07-21","DKI4","66","48","22","122","12","122","O3","TIDAKSEHAT"
"2017","2017-07-22","DKI4","71","50","19","108","6","108","O3","TIDAKSEHAT"
"2017","2017-07-23","DKI4","67","49","14","70","6","70","O3","SEDANG"
"2017","2017-07-24","DKI4","75","50","21","86","8","86","O3","SEDANG"
"2017","2017-07-25","DKI4","71","50","14","-","7","71","PM10","SEDANG"
"2017","2017-07-26","DKI4","70","51","17","59","7","70","PM10","SEDANG"
"2017","2017-07-27","DKI4","63","50","15","69","7","69","O3","SEDANG"
"2017","2017-07-28","DKI4","56","50","13","58","4","58","O3","SEDANG"
"2017","2017-07-29","DKI4","50","50","13","48","5","50","PM10","BAIK"
"2017","2017-07-30","DKI4","-","-","-","-","-","0","0","TIDAKADADATA"
"2017","2017-07-31","DKI4","-","-","-","-","-","0","0","TIDAKADADATA"
"2017","2017-08-01","DKI4","64","51","12","-","4","64","PM10","SEDANG"
"2017","2017-08-02","DKI4","56","51","12","58","5","58","O3","SEDANG"
"2017","2017-08-03","DKI4","54","51","10","65","4","65","O3","SEDANG"
"2017","2017-08-04","DKI4","64","51","11","93","5","93","O3","SEDANG"
"2017","2017-08-05","DKI4","79","51","19","79","4","79","PM10","SEDANG"
"2017","2017-08-06","DKI4","81","51","19","80","4","81","PM10","SEDANG"
"2017","2017-08-07","DKI4","85","50","20","56","3","85","PM10","SEDANG"
"2017","2017-08-08","DKI4","-","51","19","83","6","83","O3","SEDANG"
"2017","2017-08-09","DKI4","-","51","24","109","7","109","O3","TIDAKSEHAT"
"2017","2017-08-10","DKI4","54","50","14","85","9","85","O3","SEDANG"
"2017","2017-08-11","DKI4","59","50","33","83","7","83","O3","SEDANG"
"2017","2017-08-12","DKI4","68","51","18","70","4","70","O3","SEDANG"
"2017","2017-08-13","DKI4","69","51","15","62","1","69","PM10","SEDANG"
"2017","2017-08-14","DKI4","80","51","21","94","5","94","O3","SEDANG"
"2017","2017-08-15","DKI4","87","50","23","66","-","87","PM10","SEDANG"
"2017","2017-08-16","DKI4","66","51","19","-","3","66","PM10","SEDANG"
"2017","2017-08-17","DKI4","72","51","16","86","3","86","O3","SEDANG"
"2017","2017-08-18","DKI4","73","51","13","62","3","73","PM10","SEDANG"
"2017","2017-08-19","DKI4","60","51","8","56","2","60","PM10","SEDANG"
"2017","2017-08-20","DKI4","58","50","9","62","-","62","O3","SEDANG"
"2017","2017-08-21","DKI4","86","51","15","64","-","86","PM10","SEDANG"
"2017","2017-08-22","DKI4","92","51","25","91","-","92","PM10","SEDANG"
"2017","2017-08-23","DKI4","101","52","19","51","-","101","PM10","TIDAKSEHAT"
"2017","2017-08-24","DKI4","61","51","10","50","-","61","PM10","SEDANG"
"2017","2017-08-25","DKI4","64","51","9","52","-","64","PM10","SEDANG"
"2017","2017-08-26","DKI4","71","52","12","48","-","71","PM10","SEDANG"
"2017","2017-08-27","DKI4","77","51","17","41","-","77","PM10","SEDANG"
"2017","2017-08-28","DKI4","66","51","12","39","-","66","PM10","SEDANG"
"2017","2017-08-29","DKI4","77","52","14","103","-","103","O3","TIDAKSEHAT"
"2017","2017-08-30","DKI4","62","51","13","45","-","62","PM10","SEDANG"
"2017","2017-08-31","DKI4","74","51","13","68","8","74","PM10","SEDANG"
"2017","2017-09-01","DKI4","64","51","9","62","7","64","PM10","SEDANG"
"2017","2017-09-02","DKI4","78","51","10","65","11","78","PM10","SEDANG"
"2017","2017-09-03","DKI4","107","51","19","57","10","107","PM10","TIDAKSEHAT"
"2017","2017-09-04","DKI4","103","52","18","89","11","103","PM10","TIDAKSEHAT"
"2017","2017-09-05","DKI4","64","52","9","64","9","64","PM10","SEDANG"
"2017","2017-09-06","DKI4","66","51","18","55","12","66","PM10","SEDANG"
"2017","2017-09-07","DKI4","68","51","13","51","11","68","PM10","SEDANG"
"2017","2017-09-08","DKI4","78","52","11","56","12","78","PM10","SEDANG"
"2017","2017-09-09","DKI4","72","52","11","61","10","72","PM10","SEDANG"
"2017","2017-09-10","DKI4","59","52","9","86","8","86","O3","SEDANG"
"2017","2017-09-11","DKI4","65","51","14","75","9","75","O3","SEDANG"
"2017","2017-09-12","DKI4","91","52","17","67","20","91","PM10","SEDANG"
"2017","2017-09-13","DKI4","71","53","14","120","11","120","O3","TIDAKSEHAT"
"2017","2017-09-14","DKI4","89","53","18","105","11","105","O3","TIDAKSEHAT"
"2017","2017-09-15","DKI4","93","52","23","99","11","99","O3","SEDANG"
"2017","2017-09-16","DKI4","75","52","16","57","12","75","PM10","SEDANG"
"2017","2017-09-17","DKI4","60","52","11","56","9","60","PM10","SEDANG"
"2017","2017-09-18","DKI4","66","52","8","40","10","66","PM10","SEDANG"
"2017","2017-09-19","DKI4","60","52","7","79","7","79","O3","SEDANG"
"2017","2017-09-20","DKI4","58","52","7","83","7","83","O3","SEDANG"
"2017","2017-09-21","DKI4","77","54","14","63","21","77","PM10","SEDANG"
"2017","2017-09-22","DKI4","68","52","15","93","12","93","O3","SEDANG"
"2017","2017-09-23","DKI4","81","53","22","75","13","81","PM10","SEDANG"
"2017","2017-09-24","DKI4","73","54","12","64","9","73","PM10","SEDANG"
"2017","2017-09-25","DKI4","68","52","15","62","12","68","PM10","SEDANG"
"2017","2017-09-26","DKI4","75","51","22","47","11","75","PM10","SEDANG"
"2017","2017-09-27","DKI4","45","51","6","22","6","51","SO2","SEDANG"
"2017","2017-09-28","DKI4","61","51","29","89","12","89","O3","SEDANG"
"2017","2017-09-29","DKI4","69","-","13","86","8","86","O3","SEDANG"
"2017","2017-09-30","DKI4","54","52","11","43","11","54","PM10","SEDANG"
"2017","2017-10-01","DKI4","47","-","12","61","10","61","O3","SEDANG"
"2017","2017-10-02","DKI4","55","52","23","52","9","55","PM10","SEDANG"
"2017","2017-10-03","DKI4","58","51","28","56","13","58","PM10","SEDANG"
"2017","2017-10-04","DKI4","56","52","15","72","11","72","O3","SEDANG"
"2017","2017-10-05","DKI4","66","52","16","50","9","66","PM10","SEDANG"
"2017","2017-10-06","DKI4","62","52","8","56","8","62","PM10","SEDANG"
"2017","2017-10-07","DKI4","71","52","17","76","9","76","O3","SEDANG"
"2017","2017-10-08","DKI4","66","52","10","57","9","66","PM10","SEDANG"
"2017","2017-10-09","DKI4","72","52","17","64","13","72","PM10","SEDANG"
"2017","2017-10-10","DKI4","58","51","27","82","14","82","O3","SEDANG"
"2017","2017-10-11","DKI4","67","52","16","75","22","75","O3","SEDANG"
"2017","2017-10-12","DKI4","77","52","16","81","16","81","O3","SEDANG"
"2017","2017-10-13","DKI4","55","52","23","72","15","72","O3","SEDANG"
"2017","2017-10-14","DKI4","52","53","8","69","10","69","O3","SEDANG"
"2017","2017-10-15","DKI4","61","53","5","89","8","89","O3","SEDANG"
"2017","2017-10-16","DKI4","44","53","6","55","10","55","O3","SEDANG"
"2017","2017-10-17","DKI4","52","52","11","62","10","62","O3","SEDANG"
"2017","2017-10-18","DKI4","61","53","9","91","15","91","O3","SEDANG"
"2017","2017-10-19","DKI4","57","52","16","86","14","86","O3","SEDANG"
"2017","2017-10-20","DKI4","51","52","25","71","13","71","O3","SEDANG"
"2017","2017-10-21","DKI4","84","53","42","104","15","104","O3","TIDAKSEHAT"
"2017","2017-10-22","DKI4","67","53","13","80","9","80","O3","SEDANG"
"2017","2017-10-23","DKI4","66","52","16","78","10","78","O3","SEDANG"
"2017","2017-10-24","DKI4","51","52","10","110","8","110","O3","TIDAKSEHAT"
"2017","2017-10-25","DKI4","52","52","9","93","10","93","O3","SEDANG"
"2017","2017-10-26","DKI4","61","53","9","53","12","61","PM10","SEDANG"
"2017","2017-10-27","DKI4","56","53","10","77","14","77","O3","SEDANG"
"2017","2017-10-28","DKI4","73","52","15","69","11","73","PM10","SEDANG"
"2017","2017-10-29","DKI4","80","52","29","53","9","80","PM10","SEDANG"
"2017","2017-10-30","DKI4","74","52","16","52","15","74","PM10","SEDANG"
"2017","2017-10-31","DKI4","57","52","9","77","12","77","O3","SEDANG"
"2017","2017-11-01","DKI4","55","53","6","100","9","100","O3","SEDANG"
"2017","2017-11-02","DKI4","83","54","8","98","10","98","O3","SEDANG"
"2017","2017-11-03","DKI4","65","53","8","86","15","86","O3","SEDANG"
"2017","2017-11-04","DKI4","66","53","4","71","24","71","O3","SEDANG"
"2017","2017-11-05","DKI4","72","53","7","63","12","72","PM10","SEDANG"
"2017","2017-11-06","DKI4","54","53","-","-","7","54","PM10","SEDANG"
"2017","2017-11-07","DKI4","51","53","6","-","10","53","SO2","SEDANG"
"2017","2017-11-08","DKI4","57","53","18","49","9","57","PM10","SEDANG"
"2017","2017-11-09","DKI4","59","53","15","-","10","59","PM10","SEDANG"
"2017","2017-11-10","DKI4","52","53","10","106","11","106","O3","TIDAKSEHAT"
"2017","2017-11-11","DKI4","58","53","12","122","12","122","O3","TIDAKSEHAT"
"2017","2017-11-12","DKI4","48","52","9","99","9","99","O3","SEDANG"
"2017","2017-11-13","DKI4","51","53","13","52","11","53","SO2","SEDANG"
"2017","2017-11-14","DKI4","54","53","19","89","11","89","O3","SEDANG"
"2017","2017-11-15","DKI4","46","53","10","98","20","98","O3","SEDANG"
"2017","2017-11-16","DKI4","72","53","11","85","15","85","O3","SEDANG"
"2017","2017-11-17","DKI4","51","53","20","126","18","126","O3","TIDAKSEHAT"
"2017","2017-11-18","DKI4","55","53","16","55","10","55","PM10","SEDANG"
