"periode_data","tanggal","wilayah","pm10","so2","co","o3","no2","max","critical","kategori"
"2017","2017-11-19","DKI4","-","53","16","80","8","80","O3","SEDANG"
"2017","2017-11-20","DKI4","-","53","12","79","9","79","O3","SEDANG"
"2017","2017-11-21","DKI4","59","54","-","97","15","97","O3","SEDANG"
"2017","2017-11-22","DKI4","65","53","13","117","10","117","O3","TIDAKSEHAT"
"2017","2017-11-23","DKI4","51","53","10","50","8","53","SO2","SEDANG"
"2017","2017-11-24","DKI4","38","53","6","31","6","53","SO2","SEDANG"
"2017","2017-11-25","DKI4","40","53","6","24","7","53","SO2","SEDANG"
"2017","2017-11-26","DKI4","25","53","-","24","3","53","SO2","SEDANG"
"2017","2017-11-27","DKI4","12","52","-","17","5","52","SO2","SEDANG"
"2017","2017-11-28","DKI4","16","53","-","17","4","53","SO2","SEDANG"
"2017","2017-11-29","DKI4","25","53","-","28","4","53","SO2","SEDANG"
"2017","2017-11-30","DKI4","20","27","-","24","6","27","SO2","BAIK"
"2017","2017-12-01","DKI4","16","26","-","17","4","26","SO2","BAIK"
"2017","2017-12-02","DKI4","35","26","8","22","5","35","PM10","BAIK"
"2017","2017-12-03","DKI4","39","27","-","32","5","39","PM10","BAIK"
"2017","2017-12-26","DKI5","19","20","26","32","-","32","O3","BAIK"
"2017","2017-12-27","DKI5","21","21","26","30","4","30","O3","BAIK"
"2017","2017-12-28","DKI5","29","23","26","46","5","46","O3","BAIK"
"2017","2017-12-29","DKI5","55","28","38","47","10","55","PM10","SEDANG"
"2017","2017-12-30","DKI5","51","26","31","49","8","51","PM10","SEDANG"
"2017","2017-12-31","DKI5","52","23","40","33","8","52","PM10","SEDANG"
"2017","2017-03-26","DKI5","62","16","61","41","11","62","PM10","Sedang"
"2017","2017-03-27","DKI5","42","17","39","50","15","50","O3","Baik"
"2017","2017-03-28","DKI5","61","17","68","50","11","68","CO","Sedang"
"2017","2017-03-29","DKI5","49","15","53","46","9","53","CO","Sedang"
"2017","2017-03-30","DKI5","30","15","32","19","7","32","CO","Baik"
"2017","2017-03-31","DKI5","18","16","26","17","5","26","CO","Baik"
"2017","2017-04-01","DKI5","33","16","28","70","9","70","O3","SEDANG"
"2017","2017-04-02","DKI5","42","14","45","63","16","63","O3","SEDANG"
"2017","2017-04-03","DKI5","24","15","37","53","10","53","O3","SEDANG"
"2017","2017-04-04","DKI5","30","14","41","62","12","62","O3","SEDANG"
"2017","2017-04-05","DKI5","32","14","38","38","12","38","CO","BAIK"
"2017","2017-04-06","DKI5","14","15","26","17","5","26","CO","BAIK"
"2017","2017-04-07","DKI5","20","16","-","30","-","30","O3","BAIK"
"2017","2017-04-08","DKI5","17","14","17","17","4","17","PM10","BAIK"
"2017","2017-04-09","DKI5","21","14","21","31","5","31","O3","BAIK"
"2017","2017-04-10","DKI5","50","15","42","44","11","50","PM10","BAIK"
"2017","2017-04-11","DKI5","45","14","-","68","11","68","O3","SEDANG"
"2017","2017-04-12","DKI5","34","13","-","66","-","66","O3","SEDANG"
"2017","2017-04-13","DKI5","39","14","47","71","14","71","O3","SEDANG"
"2017","2017-04-14","DKI5","53","14","33","65","21","65","O3","SEDANG"
"2017","2017-04-15","DKI5","52","16","36","63","11","63","O3","SEDANG"
"2017","2017-04-16","DKI5","56","15","53","72","13","72","O3","SEDANG"
"2017","2017-04-17","DKI5","66","17","56","89","14","89","O3","SEDANG"
"2017","2017-04-18","DKI5","77","18","62","104","22","104","O3","TIDAKSEHAT"
"2017","2017-04-19","DKI5","63","18","60","139","16","139","O3","TIDAKSEHAT"
"2017","2017-04-20","DKI5","55","17","57","63","16","63","O3","SEDANG"
"2017","2017-04-21","DKI5","62","16","38","127","11","127","O3","TIDAKSEHAT"
"2017","2017-04-22","DKI5","64","14","57","64","16","64","PM10","SEDANG"
"2017","2017-04-23","DKI5","45","16","61","93","14","93","O3","SEDANG"
"2017","2017-04-24","DKI5","44","17","39","57","9","57","O3","SEDANG"
"2017","2017-04-25","DKI5","60","15","70","57","18","70","CO","SEDANG"
"2017","2017-04-26","DKI5","32","15","11","57","11","57","O3","SEDANG"
"2017","2017-04-27","DKI5","53","16","-","78","-","78","O3","SEDANG"
"2017","2017-04-28","DKI5","51","15","-","54","-","54","O3","SEDANG"
"2017","2017-04-29","DKI5","45","15","1","-","7","45","PM10","BAIK"
"2017","2017-04-30","DKI5","50","16","1","68","9","68","O3","SEDANG"
"2017","2017-05-01","DKI5","55","17","1","104","15","104","O3","TIDAKSEHAT"
"2017","2017-05-02","DKI5","50","14","1","71","12","71","O3","SEDANG"
"2017","2017-05-03","DKI5","59","17","1","102","16","102","O3","TIDAKSEHAT"
"2017","2017-05-04","DKI5","52","14","1","96","11","96","O3","SEDANG"
"2017","2017-05-05","DKI5","51","16","1","61","13","61","O3","SEDANG"
"2017","2017-05-06","DKI5","50","18","1","44","16","50","PM10","BAIK"
"2017","2017-05-07","DKI5","46","14","1","70","15","70","O3","SEDANG"
"2017","2017-05-08","DKI5","52","15","1","63","20","63","O3","SEDANG"
"2017","2017-05-09","DKI5","60","16","1","54","20","60","PM10","SEDANG"
"2017","2017-05-10","DKI5","64","16","8","31","17","64","PM10","SEDANG"
"2017","2017-05-11","DKI5","66","17","50","90","20","90","O3","SEDANG"
"2017","2017-05-12","DKI5","84","18","50","95","19","95","O3","SEDANG"
"2017","2017-05-13","DKI5","56","17","39","80","14","80","O3","SEDANG"
"2017","2017-05-14","DKI5","58","18","38","76","13","76","O3","SEDANG"
"2017","2017-05-15","DKI5","67","20","41","93","14","93","O3","SEDANG"
"2017","2017-05-16","DKI5","70","17","41","105","14","105","O3","TIDAKSEHAT"
"2017","2017-05-17","DKI5","73","17","46","90","19","90","O3","SEDANG"
"2017","2017-05-18","DKI5","52","17","37","124","13","124","O3","TIDAKSEHAT"
"2017","2017-05-19","DKI5","69","18","61","126","18","126","O3","TIDAKSEHAT"
"2017","2017-05-20","DKI5","70","19","49","85","17","85","O3","SEDANG"
"2017","2017-05-21","DKI5","53","16","33","71","11","71","O3","SEDANG"
"2017","2017-05-22","DKI5","53","19","36","58","13","58","O3","SEDANG"
"2017","2017-05-23","DKI5","52","18","36","109","15","109","O3","TIDAKSEHAT"
"2017","2017-05-24","DKI5","61","20","40","96","16","96","O3","SEDANG"
"2017","2017-05-25","DKI5","64","16","38","83","17","83","O3","SEDANG"
"2017","2017-05-26","DKI5","68","18","46","123","14","123","O3","TIDAKSEHAT"
"2017","2017-05-27","DKI5","73","20","44","118","18","118","O3","TIDAKSEHAT"
"2017","2017-05-28","DKI5","55","20","33","72","13","72","O3","SEDANG"
"2017","2017-05-29","DKI5","55","18","34","40","10","55","PM10","SEDANG"
"2017","2017-05-30","DKI5","52","22","40","37","15","52","PM10","SEDANG"
"2017","2017-05-31","DKI5","37","21","31","31","15","37","PM10","BAIK"
"2017","2017-06-01","DKI5","23","15","29","24","7","29","CO","BAIK"
"2017","2017-06-02","DKI5","50","18","43","73","10","73","O3","SEDANG"
"2017","2017-06-03","DKI5","59","20","43","85","11","85","O3","SEDANG"
"2017","2017-06-04","DKI5","61","16","41","87","14","87","O3","SEDANG"
"2017","2017-06-05","DKI5","60","17","45","76","16","76","O3","SEDANG"
"2017","2017-06-06","DKI5","36","16","37","76","15","76","O3","SEDANG"
"2017","2017-06-07","DKI5","42","22","36","43","14","43","O3","BAIK"
"2017","2017-06-08","DKI5","44","24","32","32","16","44","PM10","BAIK"
"2017","2017-06-09","DKI5","45","22","32","54","16","54","O3","SEDANG"
"2017","2017-06-10","DKI5","53","20","38","82","16","82","O3","SEDANG"
"2017","2017-06-11","DKI5","58","17","41","67","15","67","O3","SEDANG"
"2017","2017-06-12","DKI5","45","17","33","60","10","60","O3","SEDANG"
"2017","2017-06-13","DKI5","60","18","46","90","17","90","O3","SEDANG"
"2017","2017-06-14","DKI5","48","17","34","61","14","61","O3","SEDANG"
"2017","2017-06-15","DKI5","54","20","35","62","13","62","O3","SEDANG"
"2017","2017-06-16","DKI5","51","20","38","29","15","51","PM10","SEDANG"
"2017","2017-06-17","DKI5","44","21","31","65","16","65","O3","SEDANG"
"2017","2017-06-18","DKI5","50","16","38","61","14","61","O3","SEDANG"
"2017","2017-06-19","DKI5","42","17","35","69","15","69","O3","SEDANG"
"2017","2017-06-20","DKI5","48","20","37","90","14","90","O3","SEDANG"
"2017","2017-06-21","DKI5","61","20","51","60","15","61","PM10","SEDANG"
"2017","2017-06-22","DKI5","84","19","73","47","22","84","PM10","SEDANG"
"2017","2017-06-23","DKI5","70","20","47","54","17","70","PM10","SEDANG"
"2017","2017-06-24","DKI5","52","18","33","36","9","52","PM10","SEDANG"
"2017","2017-06-25","DKI5","54","18","56","35","8","56","CO","SEDANG"
"2017","2017-06-26","DKI5","15","16","26","35","4","35","O3","BAIK"
"2017","2017-06-27","DKI5","13","15","24","44","5","44","O3","BAIK"
"2017","2017-06-28","DKI5","39","17","53","45","14","53","CO","SEDANG"
"2017","2017-06-29","DKI5","27","16","30","59","10","59","O3","SEDANG"
"2017","2017-06-30","DKI5","20","15","25","50","6","50","O3","BAIK"
"2017","2017-07-01","DKI5","28","18","42","48","12","48","O3","BAIK"
"2017","2017-07-02","DKI5","41","19","28","45","9","45","O3","BAIK"
"2017","2017-07-03","DKI5","31","18","28","44","9","44","O3","BAIK"
"2017","2017-07-04","DKI5","39","18","31","64","10","64","O3","SEDANG"
"2017","2017-07-05","DKI5","51","18","29","86","14","86","O3","SEDANG"
"2017","2017-07-06","DKI5","53","17","33","93","15","93","O3","SEDANG"
"2017","2017-07-07","DKI5","65","22","45","121","18","121","O3","TIDAKSEHAT"
"2017","2017-07-08","DKI5","79","19","70","103","25","103","O3","TIDAKSEHAT"
"2017","2017-07-09","DKI5","51","18","33","93","11","93","O3","SEDANG"
"2017","2017-07-10","DKI5","29","17","33","58","10","58","O3","SEDANG"
"2017","2017-07-11","DKI5","45","-","-","-","-","45","PM10","BAIK"
"2017","2017-07-12","DKI5","38","-","-","-","-","38","PM10","BAIK"
"2017","2017-07-13","DKI5","52","20","39","107","18","107","O3","TIDAKSEHAT"
"2017","2017-07-14","DKI5","59","23","39","94","15","94","O3","SEDANG"
"2017","2017-07-15","DKI5","67","20","52","46","19","67","PM10","SEDANG"
"2017","2017-07-16","DKI5","60","20","44","69","19","69","O3","SEDANG"
"2017","2017-07-17","DKI5","51","19","35","109","10","109","O3","TIDAKSEHAT"
"2017","2017-07-18","DKI5","72","20","48","87","20","87","O3","SEDANG"
"2017","2017-07-19","DKI5","69","25","41","153","15","153","O3","TIDAKSEHAT"
"2017","2017-07-20","DKI5","57","19","39","86","19","86","O3","SEDANG"
"2017","2017-07-21","DKI5","44","16","32","98","12","98","O3","SEDANG"
"2017","2017-07-22","DKI5","52","18","39","94","19","94","O3","SEDANG"
"2017","2017-07-23","DKI5","50","17","33","77","14","77","O3","SEDANG"
"2017","2017-07-24","DKI5","50","16","40","94","16","94","O3","SEDANG"
"2017","2017-07-25","DKI5","50","18","35","75","17","75","O3","SEDANG"
"2017","2017-07-26","DKI5","48","21","42","60","18","60","O3","SEDANG"
"2017","2017-07-27","DKI5","55","19","38","118","15","118","O3","TIDAKSEHAT"
"2017","2017-07-28","DKI5","53","19","35","90","12","90","O3","SEDANG"
"2017","2017-07-29","DKI5","32","17","31","56","10","56","O3","SEDANG"
"2017","2017-07-30","DKI5","42","17","38","88","14","88","O3","SEDANG"
"2017","2017-07-31","DKI5","41","17","32","77","9","77","O3","SEDANG"
"2017","2017-08-01","DKI5","52","18","34","71","18","71","O3","SEDANG"
"2017","2017-08-02","DKI5","34","19","35","57","-","57","O3","SEDANG"
"2017","2017-08-03","DKI5","36","19","33","107","-","107","O3","TIDAKSEHAT"
"2017","2017-08-04","DKI5","52","20","35","85","-","85","O3","SEDANG"
"2017","2017-08-05","DKI5","62","21","37","69","10","69","O3","SEDANG"
"2017","2017-08-06","DKI5","61","20","39","60","8","61","PM10","SEDANG"
"2017","2017-08-07","DKI5","72","22","40","49","11","72","PM10","SEDANG"
"2017","2017-08-08","DKI5","59","22","38","89","15","89","O3","SEDANG"
"2017","2017-08-09","DKI5","63","18","39","97","9","97","O3","SEDANG"
"2017","2017-08-10","DKI5","49","17","32","73","9","73","O3","SEDANG"
"2017","2017-08-11","DKI5","59","18","31","81","9","81","O3","SEDANG"
"2017","2017-08-12","DKI5","61","22","33","63","9","63","O3","SEDANG"
"2017","2017-08-13","DKI5","59","18","28","45","7","59","PM10","SEDANG"
"2017","2017-08-14","DKI5","68","17","35","112","10","112","O3","TIDAKSEHAT"
"2017","2017-08-15","DKI5","69","19","38","108","9","108","O3","TIDAKSEHAT"
"2017","2017-08-16","DKI5","57","20","34","87","6","87","O3","SEDANG"
"2017","2017-08-17","DKI5","47","20","35","98","7","98","O3","SEDANG"
"2017","2017-08-18","DKI5","54","23","34","86","7","86","O3","SEDANG"
"2017","2017-08-19","DKI5","53","20","31","59","4","59","O3","SEDANG"
"2017","2017-08-20","DKI5","47","18","30","88","4","88","O3","SEDANG"
"2017","2017-08-21","DKI5","54","22","32","76","8","76","O3","SEDANG"
"2017","2017-08-22","DKI5","61","21","42","102","9","102","O3","TIDAKSEHAT"
"2017","2017-08-23","DKI5","75","22","42","98","10","98","O3","SEDANG"
"2017","2017-08-24","DKI5","61","19","37","60","9","61","PM10","SEDANG"
"2017","2017-08-25","DKI5","47","19","31","61","4","61","O3","SEDANG"
"2017","2017-08-26","DKI5","57","25","37","50","9","57","PM10","SEDANG"
"2017","2017-08-27","DKI5","58","21","37","42","6","58","PM10","SEDANG"
"2017","2017-08-28","DKI5","59","20","35","41","7","59","PM10","SEDANG"
"2017","2017-08-29","DKI5","59","22","36","131","8","131","O3","TIDAKSEHAT"
"2017","2017-08-30","DKI5","57","19","34","60","16","60","O3","SEDANG"
"2017","2017-08-31","DKI5","54","19","31","64","11","64","O3","SEDANG"
"2017","2017-09-01","DKI5","53","19","27","74","6","74","O3","SEDANG"
"2017","2017-09-02","DKI5","58","20","29","87","4","87","O3","SEDANG"
"2017","2017-09-03","DKI5","66","20","39","73","7","73","O3","SEDANG"
"2017","2017-09-04","DKI5","62","20","35","147","7","147","O3","TIDAKSEHAT"
"2017","2017-09-05","DKI5","61","19","-","75","-","75","O3","SEDANG"
"2017","2017-09-06","DKI5","54","18","39","62","10","62","O3","SEDANG"
"2017","2017-09-07","DKI5","-","21","37","45","12","45","O3","BAIK"
"2017","2017-09-08","DKI5","57","22","26","64","8","64","O3","SEDANG"
"2017","2017-09-09","DKI5","57","23","34","71","10","71","O3","SEDANG"
"2017","2017-09-10","DKI5","52","18","27","84","4","84","O3","SEDANG"
"2017","2017-09-11","DKI5","53","18","29","95","9","95","O3","SEDANG"
"2017","2017-09-12","DKI5","56","17","37","77","8","77","O3","SEDANG"
"2017","2017-09-13","DKI5","54","19","30","100","9","100","O3","SEDANG"
"2017","2017-09-14","DKI5","-","22","36","119","9","119","O3","TIDAKSEHAT"
"2017","2017-09-15","DKI5","65","21","31","93","10","93","O3","SEDANG"
"2017","2017-09-16","DKI5","61","20","24","73","6","73","O3","SEDANG"
"2017","2017-09-17","DKI5","57","19","26","78","8","78","O3","SEDANG"
"2017","2017-09-18","DKI5","55","21","25","46","9","55","PM10","SEDANG"
"2017","2017-09-19","DKI5","52","20","22","77","7","77","O3","SEDANG"
"2017","2017-09-20","DKI5","52","18","28","72","8","72","O3","SEDANG"
"2017","2017-09-21","DKI5","-","18","25","60","11","60","O3","SEDANG"
"2017","2017-09-22","DKI5","61","20","26","148","6","148","O3","TIDAKSEHAT"
"2017","2017-09-23","DKI5","-","21","31","121","11","121","O3","TIDAKSEHAT"
"2017","2017-09-24","DKI5","-","20","26","86","6","86","O3","SEDANG"
"2017","2017-09-25","DKI5","-","20","25","85","7","85","O3","SEDANG"
"2017","2017-09-26","DKI5","-","19","30","52","9","52","O3","SEDANG"
"2017","2017-09-27","DKI5","62","18","27","30","6","62","PM10","SEDANG"
"2017","2017-09-28","DKI5","58","18","52","117","14","117","O3","TIDAKSEHAT"
"2017","2017-09-29","DKI5","59","22","39","89","13","89","O3","SEDANG"
"2017","2017-09-30","DKI5","48","19","39","61","12","61","O3","SEDANG"
"2017","2017-10-01","DKI5","43","18","34","47","4","47","O3","BAIK"
"2017","2017-10-02","DKI5","43","18","47","57","13","57","O3","SEDANG"
"2017","2017-10-03","DKI5","45","17","43","66","14","66","O3","SEDANG"
"2017","2017-10-04","DKI5","53","19","41","78","10","78","O3","SEDANG"
"2017","2017-10-05","DKI5","-","19","40","56","9","56","O3","SEDANG"
"2017","2017-10-06","DKI5","-","21","40","51","9","51","O3","SEDANG"
"2017","2017-10-07","DKI5","-","18","39","99","7","99","O3","SEDANG"
"2017","2017-10-08","DKI5","-","18","-","64","-","64","O3","SEDANG"
"2017","2017-10-09","DKI5","-","18","38","79","6","79","O3","SEDANG"
"2017","2017-10-10","DKI5","-","18","40","65","11","65","O3","SEDANG"
"2017","2017-10-11","DKI5","-","19","40","107","8","107","O3","TIDAKSEHAT"
"2017","2017-10-12","DKI5","-","18","39","103","8","103","O3","TIDAKSEHAT"
"2017","2017-10-13","DKI5","-","18","39","131","10","131","O3","TIDAKSEHAT"
"2017","2017-10-14","DKI5","-","18","32","86","5","86","O3","SEDANG"
"2017","2017-10-15","DKI5","-","20","30","103","4","103","O3","TIDAKSEHAT"
"2017","2017-10-16","DKI5","-","21","31","54","5","54","O3","SEDANG"
"2017","2017-10-17","DKI5","-","21","47","88","11","88","O3","SEDANG"
"2017","2017-10-18","DKI5","-","21","31","123","7","123","O3","TIDAKSEHAT"
"2017","2017-10-19","DKI5","-","19","44","75","13","75","O3","SEDANG"
"2017","2017-10-20","DKI5","-","18","43","168","9","168","O3","TIDAKSEHAT"
"2017","2017-10-21","DKI5","-","20","53","128","14","128","O3","TIDAKSEHAT"
"2017","2017-10-22","DKI5","-","18","39","86","8","86","O3","SEDANG"
"2017","2017-10-23","DKI5","-","20","37","89","7","89","O3","SEDANG"
"2017","2017-10-24","DKI5","-","19","49","61","14","61","O3","SEDANG"
"2017","2017-10-25","DKI5","-","19","38","67","8","67","O3","SEDANG"
"2017","2017-10-26","DKI5","-","20","32","43","6","43","O3","BAIK"
"2017","2017-10-27","DKI5","-","22","33","126","13","126","O3","TIDAKSEHAT"
"2017","2017-10-28","DKI5","-","19","37","87","9","87","O3","SEDANG"
"2017","2017-10-29","DKI5","-","19","52","90","11","90","O3","SEDANG"
"2017","2017-10-30","DKI5","-","19","39","95","7","95","O3","SEDANG"
"2017","2017-10-31","DKI5","-","18","32","89","5","89","O3","SEDANG"
"2017","2017-11-01","DKI5","-","22","33","144","7","144","O3","TIDAKSEHAT"
"2017","2017-11-02","DKI5","-","22","37","122","10","122","O3","TIDAKSEHAT"
"2017","2017-11-03","DKI5","-","21","32","160","8","160","O3","TIDAKSEHAT"
"2017","2017-11-04","DKI5","-","19","34","91","6","91","O3","SEDANG"
"2017","2017-11-05","DKI5","-","18","43","81","10","81","O3","SEDANG"
"2017","2017-11-06","DKI5","-","18","32","62","8","62","O3","SEDANG"
"2017","2017-11-07","DKI5","-","18","31","40","11","40","O3","BAIK"
"2017","2017-11-08","DKI5","-","19","47","65","17","65","O3","SEDANG"
"2017","2017-11-09","DKI5","48","21","34","58","8","58","O3","SEDANG"
"2017","2017-11-10","DKI5","40","20","45","100","13","100","O3","SEDANG"
"2017","2017-11-11","DKI5","-","21","35","125","10","125","O3","TIDAKSEHAT"
"2017","2017-11-12","DKI5","-","19","33","75","6","75","O3","SEDANG"
"2017","2017-11-13","DKI5","39","18","37","62","8","62","O3","SEDANG"
"2017","2017-11-14","DKI5","58","18","42","93","13","93","O3","SEDANG"
"2017","2017-11-15","DKI5","47","20","32","98","11","98","O3","SEDANG"
"2017","2017-11-16","DKI5","59","23","30","103","9","103","O3","TIDAKSEHAT"
"2017","2017-11-17","DKI5","57","19","57","84","25","84","O3","SEDANG"
"2017","2017-11-18","DKI5","53","21","31","110","10","110","O3","TIDAKSEHAT"
"2017","2017-11-19","DKI5","56","18","36","85","8","85","O3","SEDANG"
"2017","2017-11-20","DKI5","52","19","34","96","12","96","O3","SEDANG"
"2017","2017-11-21","DKI5","51","19","35","153","6","153","O3","TIDAKSEHAT"
"2017","2017-11-22","DKI5","56","20","41","83","11","83","O3","SEDANG"
"2017","2017-11-23","DKI5","53","19","48","62","12","62","O3","SEDANG"
"2017","2017-11-24","DKI5","26","18","29","23","3","29","CO","BAIK"
"2017","2017-11-25","DKI5","29","19","30","24","5","30","CO","BAIK"
"2017","2017-11-26","DKI5","16","20","25","25","2","25","CO","BAIK"
"2017","2017-11-27","DKI5","13","17","26","24","3","26","CO","BAIK"
"2017","2017-11-28","DKI5","17","17","26","22","3","26","CO","BAIK"
"2017","2017-11-29","DKI5","17","18","25","36","-","36","O3","BAIK"
"2017","2017-11-30","DKI5","25","20","32","43","10","43","O3","BAIK"
"2017","2017-12-01","DKI5","14","20","23","19","-","23","CO","BAIK"
"2017","2017-12-02","DKI5","26","19","30","19","5","30","CO","BAIK"
"2017","2017-12-03","DKI5","33","18","31","26","3","33","PM10","BAIK"
"2017","2017-12-04","DKI5","19","19","25","30","-","30","O3","BAIK"
"2017","2017-12-05","DKI5","28","18","27","27","4","28","PM10","BAIK"
"2017","2017-12-06","DKI5","31","19","29","49","6","49","O3","BAIK"
"2017","2017-12-07","DKI5","32","22","29","52","7","52","O3","SEDANG"
"2017","2017-12-08","DKI5","23","22","27","46","4","46","O3","BAIK"
"2017","2017-12-09","DKI5","25","20","29","39","5","39","O3","BAIK"
"2017","2017-12-10","DKI5","14","18","25","22","2","25","CO","BAIK"
"2017","2017-12-11","DKI5","24","19","27","29","3","29","O3","BAIK"
"2017","2017-12-12","DKI5","20","18","36","29","9","36","CO","BAIK"
"2017","2017-12-13","DKI5","19","18","38","19","10","38","CO","BAIK"
"2017","2017-12-14","DKI5","22","20","28","37","4","37","O3","BAIK"
"2017","2017-12-15","DKI5","26","19","27","30","3","30","O3","BAIK"
"2017","2017-12-16","DKI5","46","25","38","25","10","46","PM10","BAIK"
"2017","2017-12-17","DKI5","28","20","31","25","11","31","CO","BAIK"
"2017","2017-12-18","DKI5","30","23","30","26","8","30","PM10","BAIK"
"2017","2017-12-19","DKI5","27","19","27","33","6","33","O3","BAIK"
"2017","2017-12-20","DKI5","37","20","31","32","9","37","PM10","BAIK"
"2017","2017-12-21","DKI5","37","20","28","35","9","37","PM10","BAIK"
"2017","2017-12-22","DKI5","27","20","37","35","10","37","CO","BAIK"
"2017","2017-12-23","DKI5","31","21","27","32","9","32","O3","BAIK"
"2017","2017-12-24","DKI5","28","22","29","24","5","29","CO","BAIK"
"2017","2017-12-25","DKI5","18","18","26","19","-","26","CO","BAIK"
