"periode_data","tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"201504","2015-04-15","64","17","37","83","19","83","O3","SEDANG","DKI3"
"201504","2015-04-16","73","18","36","87","21","87","O3","SEDANG","DKI3"
"201504","2015-04-17","64","18","37","54","16","64","PM10","SEDANG","DKI2"
"201504","2015-04-18","84","22","47","74","19","84","PM10","SEDANG","DKI4"
"201504","2015-04-19","83","18","48","111","21","111","O3","TIDAK SEHAT","DKI2"
"201504","2015-04-20","61","22","42","98","21","98","O3","SEDANG","DKI1"
"201504","2015-04-21","76","25","45","101","30","101","O3","TIDAK SEHAT","DKI3"
"201504","2015-04-22","71","17","36","119","19","119","O3","TIDAK SEHAT","DKI3"
"201504","2015-04-23","40","16","26","46","10","46","O3","BAIK","DKI1"
"201504","2015-04-24","34","15","28","39","7","39","O3","BAIK","DKI1"
"201504","2015-04-25","32","15","30","40","14","40","O3","BAIK","DKI1"
"201504","2015-04-26","53","16","39","43","16","53","PM10","SEDANG","DKI2"
"201504","2015-04-27","53","16","47","67","9","67","O3","SEDANG","DKI4"
"201504","2015-04-28","46","15","28","42","12","46","PM10","BAIK","DKI4"
"201504","2015-04-29","50","15","27","42","12","50","PM10","BAIK","DKI4"
"201504","2015-04-30","40","15","28","51","16","51","O3","SEDANG","DKI2"
"201507","2015-07-11","70","47","26","77","15","77","O3","SEDANG","DKI3"
"201507","2015-07-12","63","29","23","64","13","64","O3","SEDANG","DKI3"
"201507","2015-07-13","60","31","23","54","11","60","PM10","SEDANG","DKI5"
"201507","2015-07-14","70","33","25","53","12","70","PM10","SEDANG","DKI4"
"201507","2015-07-15","60","32","25","39","12","60","PM10","SEDANG","DKI5"
"201507","2015-07-16","55","31","21","45","9","55","PM10","SEDANG","DKI4"
"201507","2015-07-17","56","31","31","44","8","56","PM10","SEDANG","DKI4"
"201507","2015-07-18","52","30","22","58","8","58","O3","SEDANG","DKI3"
"201507","2015-07-19","54","29","21","56","8","56","O3","SEDANG","DKI3"
"201507","2015-07-20","55","30","22","61","9","61","O3","SEDANG","DKI3"
"201507","2015-07-21","72","30","22","64","9","72","PM10","SEDANG","DKI4"
"201507","2015-07-22","62","27","22","61","10","62","PM10","SEDANG","DKI4"
"201507","2015-07-23","63","28","30","56","11","63","PM10","SEDANG","DKI4"
"201507","2015-07-24","59","29","23","53","10","59","PM10","SEDANG","DKI4"
"201507","2015-07-25","66","32","24","79","12","79","O3","SEDANG","DKI3"
"201507","2015-07-26","110","28","27","80","30","110","PM10","TIDAK SEHAT","DKI4"
"201507","2015-07-27","69","27","26","82","17","82","O3","SEDANG","DKI3"
"201507","2015-07-28","65","34","26","66","16","66","O3","SEDANG","DKI3"
"201507","2015-07-29","71","33","26","54","17","71","PM10","SEDANG","DKI4"
"201507","2015-07-30","80","33","28","73","15","80","PM10","SEDANG","DKI4"
"201507","2015-07-31","79","32","27","82","22","82","O3","SEDANG","DKI3"
"201508","2015-08-01","81","32","29","91","20","91","O3","SEDANG","DKI3"
"201508","2015-08-02","86","27","28","94","15","94","O3","SEDANG","DKI3"
"201508","2015-08-03","67","35","25","69","17","69","O3","SEDANG","DKI3"
"201508","2015-08-04","101","38","37","86","24","101","PM10","TIDAK SEHAT","DKI4"
"201508","2015-08-05","91","35","21","73","20","91","PM10","SEDANG","DKI4"
"201508","2015-08-06","86","34","24","84","19","86","PM10","SEDANG","DKI4"
"201508","2015-08-07","62","31","19","88","18","88","O3","SEDANG","DKI3"
"201508","2015-08-08","70","27","22","95","22","95","O3","SEDANG","DKI3"
"201508","2015-08-09","76","30","31","71","20","76","PM10","SEDANG","DKI4"
"201508","2015-08-10","68","29","23","59","13","68","PM10","SEDANG","DKI4"
"201508","2015-08-11","75","29","24","74","15","75","PM10","SEDANG","DKI4"
"201508","2015-08-12","66","26","21","74","22","74","O3","SEDANG","DKI3"
"201508","2015-08-13","92","25","28","83","19","92","PM10","SEDANG","DKI4"
"201508","2015-08-14","65","25","22","56","13","65","PM10","SEDANG","DKI4"
"201508","2015-08-15","70","29","22","75","16","75","O3","SEDANG","DKI3"
"201508","2015-08-16","69","27","20","68","11","69","PM10","SEDANG","DKI4"
"201508","2015-08-17","72","29","18","77","14","77","O3","SEDANG","DKI3"
"201508","2015-08-18","78","29","23","79","18","79","O3","SEDANG","DKI3"
"201508","2015-08-19","88","29","24","82","16","88","PM10","SEDANG","DKI4"
"201508","2015-08-20","94","27","25","92","28","94","PM10","SEDANG","DKI4"
"201508","2015-08-21","79","29","22","98","22","98","O3","SEDANG","DKI3"
"201508","2015-08-22","94","32","18","96","19","96","O3","SEDANG","DKI3"
"201508","2015-08-23","97","31","22","77","20","97","PM10","SEDANG","DKI4"
"201508","2015-08-24","87","33","24","84","21","87","PM10","SEDANG","DKI4"
"201508","2015-08-25","96","34","25","102","21","102","O3","TIDAK SEHAT","DKI3"
"201508","2015-08-26","110","35","24","95","26","110","PM10","TIDAK SEHAT","DKI4"
"201508","2015-08-27","97","34","25","83","22","97","PM10","SEDANG","DKI4"
"201508","2015-08-28","88","32","23","75","24","88","PM10","SEDANG","DKI4"
"201508","2015-08-29","81","32","26","100","15","100","O3","SEDANG","DKI3"
"201508","2015-08-30","80","30","19","75","13","80","PM10","SEDANG","DKI4"
"201508","2015-08-31","69","31","19","105","24","105","O3","TIDAK SEHAT","DKI2"
"201509","2015-09-01","78","34","19","71","24","78","PM10","SEDANG","DKI4"
"201509","2015-09-02","86","39","23","70","25","86","PM10","SEDANG","DKI4"
"201509","2015-09-03","101","37","23","61","21","101","PM10","TIDAK SEHAT","DKI4"
"201509","2015-09-04","89","35","22","74","19","89","PM10","SEDANG","DKI4"
"201509","2015-09-05","80","33","20","71","18","80","PM10","SEDANG","DKI4"
"201509","2015-09-06","89","32","21","75","16","89","PM10","SEDANG","DKI4"
"201509","2015-09-07","82","33","24","83","20","83","O3","SEDANG","DKI3"
"201509","2015-09-08","86","33","25","102","18","102","O3","TIDAK SEHAT","DKI3"
"201509","2015-09-09","94","31","28","96","23","96","O3","SEDANG","DKI3"
"201509","2015-09-10","71","35","35","99","24","99","O3","SEDANG","DKI3"
"201509","2015-09-11","70","34","25","79","18","79","O3","SEDANG","DKI3"
"201509","2015-09-12","70","31","20","78","17","78","O3","SEDANG","DKI3"
"201509","2015-09-13","62","29","20","87","13","87","O3","SEDANG","DKI2"
"201509","2015-09-14","70","33","17","114","24","114","O3","TIDAK SEHAT","DKI2"
"201509","2015-09-15","75","33","27","91","23","91","O3","SEDANG","DKI3"
"201509","2015-09-16","76","31","23","71","17","76","PM10","SEDANG","DKI4"
"201509","2015-09-17","96","33","24","80","16","96","PM10","SEDANG","DKI4"
"201509","2015-09-18","94","31","22","67","14","94","PM10","SEDANG","DKI4"
"201509","2015-09-19","100","33","23","68","17","100","PM10","SEDANG","DKI4"
"201509","2015-09-20","116","30","28","92","19","116","PM10","TIDAK SEHAT","DKI4"
"201509","2015-09-21","112","32","27","120","22","120","O3","TIDAK SEHAT","DKI3"
"201509","2015-09-22","114","34","31","80","24","114","PM10","TIDAK SEHAT","DKI4"
"201509","2015-09-23","93","37","43","92","26","93","PM10","SEDANG","DKI4"
"201509","2015-09-24","98","33","40","95","23","98","PM10","SEDANG","DKI4"
"201509","2015-09-25","88","32","21","91","19","91","O3","SEDANG","DKI3"
"201501","2015-01-01","49","10","39","27","10","49","PM10","BAIK","DKI1"
"201501","2015-01-02","28","9","26","48","10","48","O3","BAIK","DKI2"
"201501","2015-01-03","27","10","28","44","10","44","O3","BAIK","DKI2"
"201501","2015-01-04","22","9","28","42","12","42","O3","BAIK","DKI2"
"201501","2015-01-05","25","9","25","32","7","32","O3","BAIK","DKI2"
"201501","2015-01-06","29","9","26","37","11","37","O3","BAIK","DKI2"
"201501","2015-01-07","32","10","32","35","12","35","O3","BAIK","DKI1"
"201501","2015-01-08","48","10","25","40","13","48","PM10","BAIK","DKI3"
"201501","2015-01-09","24","10","24","32","7","32","O3","BAIK","DKI1"
"201501","2015-01-10","25","10","24","43","8","43","O3","BAIK","DKI2"
"201501","2015-01-11","34","11","23","41","11","41","O3","BAIK","DKI1"
"201501","2015-01-12","37","11","28","37","13","37","PM10","BAIK","DKI1"
"201501","2015-01-13","45","11","39","35","18","45","PM10","BAIK","DKI1"
"201501","2015-01-14","41","11","44","40","17","44","CO","BAIK","DKI2"
"201501","2015-01-15","39","10","34","47","20","47","O3","BAIK","DKI2"
"201501","2015-01-16","57","16","61","40","17","61","CO","SEDANG","DKI3"
"201501","2015-01-17","39","11","30","43","15","43","O3","BAIK","DKI2"
"201501","2015-01-18","46","11","36","45","18","46","PM10","BAIK","DKI5"
"201501","2015-01-19","54","11","39","41","16","54","PM10","SEDANG","DKI1"
"201501","2015-01-20","70","13","72","51","24","72","CO","SEDANG","DKI2"
"201501","2015-01-21","56","12","61","40","16","61","CO","SEDANG","DKI2"
"201501","2015-01-22","45","11","36","36","15","45","PM10","BAIK","DKI4"
"201501","2015-01-23","49","10","50","41","23","50","CO","BAIK","DKI2"
"201501","2015-01-24","71","13","72","65","21","72","CO","SEDANG","DKI3"
"201501","2015-01-25","35","11","29","67","18","67","O3","SEDANG","DKI3"
"201501","2015-01-26","53","14","41","59","14","59","O3","SEDANG","DKI3"
"201501","2015-01-27","68","12","51","49","13","68","PM10","SEDANG","DKI5"
"201501","2015-01-28","57","14","46","65","15","65","O3","SEDANG","DKI3"
"201501","2015-01-29","55","13","34","61","17","61","O3","SEDANG","DKI3"
"201501","2015-01-30","52","12","46","50","13","52","PM10","SEDANG","DKI1"
"201501","2015-01-31","54","14","32","41","15","54","PM10","SEDANG","DKI1"
"201202","2015-02-01","42","7","30","42","12","42","PM10","BAIK","DKI1"
"201202","2015-02-02","50","6","49","42","21","50","PM10","BAIK","DKI5"
"201202","2015-02-03","76","8","69","50","15","76","PM10","SEDANG","DKI5"
"201202","2015-02-04","68","10","59","55","23","68","PM10","SEDANG","DKI5"
"201202","2015-02-05","47","9","33","58","17","58","O3","SEDANG","DKI3"
"201202","2015-02-06","30","8","52","49","13","52","CO","SEDANG","DKI3"
"201202","2015-02-07","51","9","33","53","15","53","O3","SEDANG","DKI3"
"201202","2015-02-08","49","9","34","46","12","49","PM10","BAIK","DKI1"
"201202","2015-02-09","27","8","45","36","14","45","CO","BAIK","DKI3"
"201202","2015-02-10","23","9","42","46","11","46","O3","BAIK","DKI3"
"201202","2015-02-11","56","9","68","40","11","68","CO","SEDANG","DKI3"
"201202","2015-02-12","72","10","54","50","22","72","PM10","SEDANG","DKI5"
"201202","2015-02-13","48","10","37","48","15","48","PM10","BAIK","DKI3"
"201202","2015-02-14","58","13","57","48","16","58","PM10","SEDANG","DKI5"
"201202","2015-02-15","67","13","71","44","12","71","CO","SEDANG","DKI3"
"201202","2015-02-16","69","13","56","72","18","72","O3","SEDANG","DKI3"
"201202","2015-02-17","49","13","57","63","13","63","O3","SEDANG","DKI3"
"201202","2015-02-18","56","19","48","66","24","66","O3","SEDANG","DKI4"
"201202","2015-02-19","40","13","34","42","13","42","O3","BAIK","DKI3"
"201202","2015-02-20","52","24","42","68","20","68","O3","SEDANG","DKI3"
"201202","2015-02-21","98","15","60","62","27","98","PM10","SEDANG","DKI4"
"201202","2015-02-22","71","15","37","57","23","71","PM10","SEDANG","DKI4"
"201202","2015-02-23","63","16","32","46","15","63","PM10","SEDANG","DKI4"
"201202","2015-02-24","70","17","42","70","17","70","PM10","SEDANG","DKI3"
"201202","2015-02-25","85","20","45","121","18","121","O3","TIDAK SEHAT","DKI3"
"201202","2015-02-26","87","19","35","147","31","147","O3","TIDAK SEHAT","DKI3"
"201202","2015-02-27","83","16","38","129","21","129","O3","TIDAK SEHAT","DKI3"
"201202","2015-02-28","78","17","43","65","19","78","PM10","SEDANG","DKI4"
"201503","2015-03-01","86","16","48","39","16","86","PM10","SEDANG","DKI4"
"201503","2015-03-02","57","17","40","41","18","57","PM10","SEDANG","DKI1"
"201503","2015-03-03","62","19","33","50","18","62","PM10","SEDANG","DKI1"
"201503","2015-03-04","59","16","41","38","19","59","PM10","SEDANG","DKI1"
"201503","2015-03-05","51","14","29","44","15","51","PM10","SEDANG","DKI1"
"201503","2015-03-06","66","17","44","70","18","70","O3","SEDANG","DKI5"
"201503","2015-03-07","53","15","27","59","20","59","O3","SEDANG","DKI4"
"201503","2015-03-08","46","14","36","36","17","46","PM10","BAIK","DKI4"
"201503","2015-03-09","51","15","33","45","17","51","PM10","SEDANG","DKI5"
"201503","2015-03-10","49","14","36","63","25","63","O3","SEDANG","DKI5"
"201503","2015-03-11","44","14","27","62","15","62","O3","SEDANG","DKI3"
"201503","2015-03-12","43","16","29","48","12","48","O3","BAIK","DKI4"
"201503","2015-03-13","66","16","61","49","24","66","PM10","SEDANG","DKI1"
"201503","2015-03-14","72","17","44","52","13","72","PM10","SEDANG","DKI4"
"201503","2015-03-15","64","16","30","49","14","64","PM10","SEDANG","DKI1"
"201503","2015-03-16","55","14","52","71","19","71","O3","SEDANG","DKI4"
"201503","2015-03-17","66","20","46","85","21","85","O3","SEDANG","DKI4"
"201503","2015-03-18","75","22","35","104","25","104","O3","TIDAK SEHAT","DKI2"
"201503","2015-03-19","68","16","33","130","26","130","O3","TIDAK SEHAT","DKI3"
"201503","2015-03-20","57","15","30","127","30","127","O3","TIDAK SEHAT","DKI2"
"201503","2015-03-21","52","14","30","92","16","92","O3","SEDANG","DKI3"
"201503","2015-03-22","63","16","36","113","17","113","O3","TIDAK SEHAT","DKI3"
"201503","2015-03-23","53","17","33","155","28","155","O3","TIDAK SEHAT","DKI5"
"201503","2015-03-24","76","17","46","94","20","94","O3","SEDANG","DKI3"
"201503","2015-03-25","75","21","44","57","20","75","PM10","SEDANG","DKI4"
"201503","2015-03-26","66","15","43","62","21","66","PM10","SEDANG","DKI2"
"201503","2015-03-27","67","17","58","83","20","83","O3","SEDANG","DKI3"
"201503","2015-03-28","68","17","33","77","17","77","O3","SEDANG","DKI3"
"201503","2015-03-29","78","15","53","74","12","78","PM10","SEDANG","DKI4"
"201503","2015-03-30","69","14","47","76","17","76","O3","SEDANG","DKI3"
"201503","2015-03-31","80","17","29","72","18","80","PM10","SEDANG","DKI4"
"201505","2015-05-01","57","17","33","105","20","105","O3","TIDAK SEHAT","DKI2"
"201505","2015-05-02","82","19","53","99","16","99","O3","SEDANG","DKI2"
"201505","2015-05-03","65","21","35","96","22","96","O3","SEDANG","DKI3"
"201505","2015-05-04","55","19","43","71","16","71","O3","SEDANG","DKI4"
"201505","2015-05-05","73","22","61","62","23","73","PM10","SEDANG","DKI2"
"201505","2015-05-06","79","19","45","48","22","79","PM10","SEDANG","DKI2"
"201505","2015-05-07","59","18","29","67","15","67","O3","SEDANG","DKI3"
"201505","2015-05-08","72","22","27","53","15","72","PM10","SEDANG","DKI4"
"201505","2015-05-09","83","15","40","83","16","83","PM10","SEDANG","DKI2"
"201505","2015-05-10","57","19","28","76","19","76","O3","SEDANG","DKI2"
"201505","2015-05-11","65","23","28","47","30","65","PM10","SEDANG","DKI4"
"201505","2015-05-12","77","20","42","57","16","77","PM10","SEDANG","DKI2"
"201505","2015-05-13","75","24","33","63","43","75","PM10","SEDANG","DKI4"
"201505","2015-05-14","67","18","28","61","22","67","PM10","SEDANG","DKI4"
"201505","2015-05-15","60","17","38","53","63","63","NO2","SEDANG","DKI5"
"201505","2015-05-16","68","17","46","92","17","92","O3","SEDANG","DKI4"
"201505","2015-05-17","67","17","37","66","42","67","PM10","SEDANG","DKI4"
"201505","2015-05-18","77","18","32","77","30","77","PM10","SEDANG","DKI3"
"201510","2015-10-01","121","36","28","69","33","121","PM10","TIDAK SEHAT","DKI4"
"201510","2015-10-02","107","33","33","57","16","107","PM10","TIDAK SEHAT","DKI4"
"201510","2015-10-03","108","32","27","54","13","108","PM10","TIDAK SEHAT","DKI4"
"201510","2015-10-04","121","33","26","66","11","121","PM10","TIDAK SEHAT","DKI4"
"201510","2015-10-05","86","31","23","81","21","86","PM10","SEDANG","DKI4"
"201510","2015-10-06","93","33","31","95","22","95","O3","SEDANG","DKI3"
"201510","2015-10-07","78","30","31","97","25","97","O3","SEDANG","DKI3"
"201510","2015-10-08","70","27","25","97","23","97","O3","SEDANG","DKI3"
"201510","2015-10-09","79","29","34","78","22","79","PM10","SEDANG","DKI4"
"201510","2015-10-10","80","31","36","69","18","80","PM10","SEDANG","DKI4"
"201510","2015-10-11","87","32","34","59","11","87","PM10","SEDANG","DKI4"
"201510","2015-10-12","80","32","26","92","21","92","O3","SEDANG","DKI3"
"201510","2015-10-13","80","28","25","80","22","80","PM10","SEDANG","DKI3"
"201510","2015-10-14","76","29","35","82","21","82","O3","SEDANG","DKI3"
"201510","2015-10-15","89","32","30","75","19","89","PM10","SEDANG","DKI4"
"201510","2015-10-16","55","34","27","73","24","73","O3","SEDANG","DKI3"
"201510","2015-10-17","78","36","38","58","19","78","PM10","SEDANG","DKI5"
"201510","2015-10-18","91","33","56","108","20","108","O3","TIDAK SEHAT","DKI3"
"201510","2015-10-19","83","36","35","104","22","104","O3","TIDAK SEHAT","DKI3"
"201510","2015-10-20","100","35","25","90","23","100","PM10","SEDANG","DKI4"
"201510","2015-10-21","112","33","30","71","23","112","PM10","TIDAK SEHAT","DKI4"
"201510","2015-10-22","79","34","22","70","16","79","PM10","SEDANG","DKI4"
"201510","2015-10-23","93","34","28","86","26","93","PM10","SEDANG","DKI4"
"201510","2015-10-24","122","34","43","97","25","122","PM10","TIDAK SEHAT","DKI4"
"201510","2015-10-25","116","29","31","83","19","116","PM10","TIDAK SEHAT","DKI4"
"201510","2015-10-26","121","29","34","84","24","121","PM10","TIDAK SEHAT","DKI4"
"201510","2015-10-27","108","33","34","123","27","123","O3","TIDAK SEHAT","DKI3"
"201510","2015-10-28","100","29","32","86","21","100","PM10","SEDANG","DKI4"
"201510","2015-10-29","93","30","34","94","24","94","O3","SEDANG","DKI3"
"201510","2015-10-30","92","28","35","77","22","92","PM10","SEDANG","DKI4"
"201510","2015-10-31","93","29","35","120","26","120","O3","TIDAK SEHAT","DKI5"
"201511","2015-11-01","103","28","28","119","19","119","O3","TIDAK SEHAT","DKI3"
"201511","2015-11-02","84","28","40","91","24","91","O3","SEDANG","DKI2"
"201511","2015-11-03","65","27","25","117","17","117","O3","TIDAK SEHAT","DKI3"
"201511","2015-11-04","75","28","26","84","19","84","O3","SEDANG","DKI3"
"201511","2015-11-05","89","28","34","89","19","89","PM10","SEDANG","DKI3"
"201511","2015-11-06","82","28","27","103","20","103","O3","TIDAK SEHAT","DKI3"
"201511","2015-11-07","90","31","29","87","24","90","PM10","SEDANG","DKI4"
"201511","2015-11-08","78","29","58","81","20","81","O3","SEDANG","DKI3"
"201511","2015-11-09","57","29","29","112","18","112","O3","TIDAK SEHAT","DKI3"
"201511","2015-11-10","65","30","25","105","23","105","O3","TIDAK SEHAT","DKI3"
"201511","2015-11-11","90","30","31","91","25","91","O3","SEDANG","DKI2"
"201511","2015-11-12","78","30","37","108","22","108","O3","TIDAK SEHAT","DKI3"
"201511","2015-11-13","65","28","23","74","21","74","O3","SEDANG","DKI3"
"201511","2015-11-14","59","28","25","73","24","73","O3","SEDANG","DKI3"
"201511","2015-11-15","73","28","37","64","15","73","PM10","SEDANG","DKI2"
"201511","2015-11-16","58","28","22","89","15","89","O3","SEDANG","DKI2"
"201511","2015-11-17","56","30","23","87","23","87","O3","SEDANG","DKI2"
"201511","2015-11-18","74","31","32","71","18","74","PM10","SEDANG","DKI4"
"201511","2015-11-19","71","29","28","50","17","71","PM10","SEDANG","DKI5"
"201511","2015-11-20","74","29","30","81","20","81","O3","SEDANG","DKI3"
"201511","2015-11-21","75","30","41","86","24","86","O3","SEDANG","DKI2"
"201512","2015-12-01","76","19","37","106","28","106","O3","TIDAK SEHAT","DKI3"
"201512","2015-12-02","72","20","25","111","20","111","O3","TIDAK SEHAT","DKI2"
"201512","2015-12-03","71","32","32","82","26","82","O3","SEDANG","DKI3"
"201512","2015-12-04","66","30","30","84","24","84","O3","SEDANG","DKI3"
"201512","2015-12-05","74","31","43","103","25","103","O3","TIDAK SEHAT","DKI3"
"201512","2015-12-06","71","34","40","79","20","79","O3","SEDANG","DKI4"
"201512","2015-12-07","52","31","31","63","15","63","O3","SEDANG","DKI3"
"201512","2015-12-08","70","32","25","57","21","70","PM10","SEDANG","DKI2"
"201512","2015-12-09","62","31","31","65","20","65","O3","SEDANG","DKI2"
"201512","2015-12-10","63","28","22","85","20","85","O3","SEDANG","DKI3"
"201512","2015-12-11","66","27","31","85","23","85","O3","SEDANG","DKI2"
"201512","2015-12-12","61","25","27","90","19","90","O3","SEDANG","DKI2"
"201512","2015-12-13","61","25","49","61","17","61","PM10","SEDANG","DKI2"
"201512","2015-12-14","35","21","24","40","9","40","O3","BAIK","DKI2"
"201512","2015-12-15","37","22","19","42","8","42","O3","BAIK","DKI2"
"201512","2015-12-16","36","19","19","44","11","44","O3","BAIK","DKI2"
"201512","2015-12-17","39","19","18","24","10","39","PM10","BAIK","DKI1"
"201512","2015-12-18","46","18","19","44","12","46","PM10","BAIK","DKI1"
"201512","2015-12-19","68","18","19","75","13","75","O3","SEDANG","DKI4"
"201512","2015-12-20","51","18","35","97","13","97","O3","SEDANG","DKI4"
"201512","2015-12-21","37","18","21","36","10","37","PM10","BAIK","DKI1"
"201512","2015-12-22","48","18","19","28","9","48","PM10","BAIK","DKI1"
"201512","2015-12-23","41","19","19","31","13","41","PM10","BAIK","DKI1"
"201512","2015-12-24","44","18","30","33","8","44","PM10","BAIK","DKI5"
"201512","2015-12-25","41","19","25","52","12","52","O3","SEDANG","DKI2"
"201512","2015-12-26","44","19","30","46","9","46","O3","BAIK","DKI3"
"201512","2015-12-27","53","21","28","47","15","53","PM10","SEDANG","DKI5"
"201512","2015-12-28","55","21","30","45","18","55","PM10","SEDANG","DKI5"
"201512","2015-12-29","61","22","34","41","17","61","PM10","SEDANG","DKI5"
"201512","2015-12-30","55","22","24","50","14","55","PM10","SEDANG","DKI1"
"201512","2015-12-31","43","19","29","51","9","51","O3","SEDANG","DKI2"
"201511","2015-11-22","81","29","40","88","18","88","O3","SEDANG","DKI2"
"201511","2015-11-23","70","29","30","79","19","79","O3","SEDANG","DKI2"
"201511","2015-11-24","72","29","33","77","16","77","O3","SEDANG","DKI2"
"201511","2015-11-25","67","29","29","100","27","100","O3","SEDANG","DKI3"
